Epoch 1: Loss = 17940.9073, NME = 0.0715, Pixel Error = 1071.7434
Epoch 2: Loss = 2853.4969, NME = 0.0303, Pixel Error = 428.3500
Epoch 3: Loss = 1364.2231, NME = 0.0206, Pixel Error = 298.4503
Epoch 4: Loss = 552.1887, NME = 0.0131, Pixel Error = 189.5753
Epoch 5: Loss = 430.0077, NME = 0.0121, Pixel Error = 175.8468
Epoch 6: Loss = 392.6959, NME = 0.0114, Pixel Error = 164.3210
Epoch 7: Loss = 336.3500, NME = 0.0107, Pixel Error = 149.9512
Epoch 8: Loss = 294.0395, NME = 0.0101, Pixel Error = 140.7584
Epoch 9: Loss = 372.2066, NME = 0.0112, Pixel Error = 160.0269
Epoch 10: Loss = 352.3655, NME = 0.0109, Pixel Error = 156.4894
Epoch 11: Loss = 330.5371, NME = 0.0107, Pixel Error = 151.4672
Epoch 12: Loss = 340.5801, NME = 0.0108, Pixel Error = 151.9245
Epoch 13: Loss = 278.0026, NME = 0.0099, Pixel Error = 137.1788
Epoch 14: Loss = 312.4406, NME = 0.0101, Pixel Error = 140.8019
Epoch 15: Loss = 324.0529, NME = 0.0107, Pixel Error = 151.6430
Epoch 16: Loss = 337.6753, NME = 0.0109, Pixel Error = 154.7335
Epoch 17: Loss = 334.5210, NME = 0.0107, Pixel Error = 151.5892
Epoch 18: Loss = 303.5565, NME = 0.0102, Pixel Error = 143.4072
Epoch 19: Loss = 226.2548, NME = 0.0088, Pixel Error = 126.8840
Epoch 20: Loss = 214.0898, NME = 0.0085, Pixel Error = 122.0711
Epoch 21: Loss = 221.7894, NME = 0.0084, Pixel Error = 121.6777
Epoch 22: Loss = 201.7028, NME = 0.0081, Pixel Error = 117.4608
Epoch 23: Loss = 229.0580, NME = 0.0089, Pixel Error = 128.0501
Epoch 24: Loss = 252.1132, NME = 0.0093, Pixel Error = 135.4643
Epoch 25: Loss = 232.5130, NME = 0.0088, Pixel Error = 128.1081
Epoch 26: Loss = 242.7877, NME = 0.0089, Pixel Error = 130.3889
Epoch 27: Loss = 181.4973, NME = 0.0078, Pixel Error = 113.7249
Epoch 28: Loss = 196.8398, NME = 0.0081, Pixel Error = 117.9705
Epoch 29: Loss = 160.3777, NME = 0.0073, Pixel Error = 106.5312
Epoch 30: Loss = 174.3695, NME = 0.0077, Pixel Error = 110.9562
Epoch 31: Loss = 162.6873, NME = 0.0074, Pixel Error = 107.3195
Epoch 32: Loss = 141.4844, NME = 0.0069, Pixel Error = 101.1762
Epoch 33: Loss = 156.8458, NME = 0.0073, Pixel Error = 105.6126
Epoch 34: Loss = 157.6415, NME = 0.0073, Pixel Error = 106.4530
Epoch 35: Loss = 150.0646, NME = 0.0071, Pixel Error = 102.9599
Epoch 36: Loss = 146.6461, NME = 0.0070, Pixel Error = 102.5667
Epoch 37: Loss = 133.0085, NME = 0.0067, Pixel Error = 97.4740
Epoch 38: Loss = 134.0970, NME = 0.0067, Pixel Error = 98.2734
Epoch 39: Loss = 144.1270, NME = 0.0069, Pixel Error = 102.0647
Epoch 40: Loss = 124.5680, NME = 0.0064, Pixel Error = 93.9975
Epoch 41: Loss = 132.6228, NME = 0.0066, Pixel Error = 98.0255
Epoch 42: Loss = 135.5669, NME = 0.0067, Pixel Error = 99.0854
Epoch 43: Loss = 139.1272, NME = 0.0068, Pixel Error = 101.5238
Epoch 44: Loss = 151.6964, NME = 0.0071, Pixel Error = 102.9377
Epoch 45: Loss = 144.2792, NME = 0.0070, Pixel Error = 102.4391
Epoch 46: Loss = 138.8626, NME = 0.0068, Pixel Error = 100.6934
Epoch 47: Loss = 133.1642, NME = 0.0067, Pixel Error = 98.6473
Epoch 48: Loss = 150.6471, NME = 0.0072, Pixel Error = 104.5868
Epoch 49: Loss = 132.9895, NME = 0.0066, Pixel Error = 96.1992
Epoch 50: Loss = 112.3212, NME = 0.0061, Pixel Error = 89.1880
Epoch 51: Loss = 116.4318, NME = 0.0062, Pixel Error = 91.6064
Epoch 52: Loss = 132.3254, NME = 0.0067, Pixel Error = 96.5480
Epoch 53: Loss = 133.7478, NME = 0.0066, Pixel Error = 98.2623
Epoch 54: Loss = 114.9404, NME = 0.0062, Pixel Error = 91.6396
Epoch 55: Loss = 108.3147, NME = 0.0061, Pixel Error = 89.0470
Epoch 56: Loss = 94.6554, NME = 0.0056, Pixel Error = 81.8146
Epoch 57: Loss = 104.2152, NME = 0.0059, Pixel Error = 86.1291
Epoch 58: Loss = 102.0336, NME = 0.0059, Pixel Error = 85.4696
Epoch 59: Loss = 110.7946, NME = 0.0063, Pixel Error = 90.7202
Epoch 60: Loss = 110.6543, NME = 0.0062, Pixel Error = 90.1004
Epoch 61: Loss = 115.1058, NME = 0.0063, Pixel Error = 93.7215
Epoch 62: Loss = 104.7710, NME = 0.0059, Pixel Error = 87.9563
Epoch 63: Loss = 103.4432, NME = 0.0060, Pixel Error = 88.0405
Epoch 64: Loss = 81.3108, NME = 0.0052, Pixel Error = 75.4819
Epoch 65: Loss = 90.5076, NME = 0.0055, Pixel Error = 81.0120
Epoch 66: Loss = 108.8463, NME = 0.0062, Pixel Error = 89.7659
Epoch 67: Loss = 74.0648, NME = 0.0050, Pixel Error = 73.2164
Epoch 68: Loss = 88.8270, NME = 0.0055, Pixel Error = 80.2669
Epoch 69: Loss = 84.5534, NME = 0.0054, Pixel Error = 78.2918
Epoch 70: Loss = 76.7360, NME = 0.0051, Pixel Error = 73.3277
Epoch 71: Loss = 82.4297, NME = 0.0054, Pixel Error = 78.8909
Epoch 72: Loss = 114.1841, NME = 0.0064, Pixel Error = 93.9476
Epoch 73: Loss = 97.2712, NME = 0.0058, Pixel Error = 84.6147
Epoch 74: Loss = 96.0073, NME = 0.0058, Pixel Error = 83.5808
Epoch 75: Loss = 96.5272, NME = 0.0058, Pixel Error = 83.4480
Epoch 76: Loss = 99.5009, NME = 0.0059, Pixel Error = 84.7840
Epoch 77: Loss = 88.8922, NME = 0.0055, Pixel Error = 78.9855
Epoch 78: Loss = 69.8313, NME = 0.0049, Pixel Error = 69.9664
Epoch 79: Loss = 76.0770, NME = 0.0051, Pixel Error = 73.8488
Epoch 80: Loss = 67.3560, NME = 0.0048, Pixel Error = 69.8803
Epoch 81: Loss = 73.4659, NME = 0.0051, Pixel Error = 72.0738
Epoch 82: Loss = 78.6323, NME = 0.0052, Pixel Error = 74.3241
Epoch 83: Loss = 67.8667, NME = 0.0048, Pixel Error = 69.5996
Epoch 84: Loss = 66.0979, NME = 0.0048, Pixel Error = 70.6659
Epoch 85: Loss = 92.3110, NME = 0.0057, Pixel Error = 82.2634
Epoch 86: Loss = 84.4005, NME = 0.0053, Pixel Error = 77.6547
Epoch 87: Loss = 90.6253, NME = 0.0057, Pixel Error = 83.9916
Epoch 88: Loss = 70.0404, NME = 0.0049, Pixel Error = 71.0979
Epoch 89: Loss = 62.1498, NME = 0.0047, Pixel Error = 66.8160
Epoch 90: Loss = 73.0788, NME = 0.0050, Pixel Error = 73.0230
Epoch 91: Loss = 65.2687, NME = 0.0047, Pixel Error = 69.1523
Epoch 92: Loss = 65.7122, NME = 0.0048, Pixel Error = 68.3590
Epoch 93: Loss = 66.9976, NME = 0.0048, Pixel Error = 69.6127
