Epoch 1: Loss = 10662.0268, NME = 0.0649, Pixel Error = 929.8849
Epoch 82: Loss = 161.6310, NME = 0.0073, Pixel Error = 105.6945
Epoch 83: Loss = 162.9870, NME = 0.0073, Pixel Error = 106.0092
Epoch 84: Loss = 147.9535, NME = 0.0072, Pixel Error = 104.1109
Epoch 85: Loss = 142.9108, NME = 0.0070, Pixel Error = 100.7120
Epoch 86: Loss = 137.2456, NME = 0.0066, Pixel Error = 97.2473
Epoch 87: Loss = 138.9398, NME = 0.0069, Pixel Error = 100.0700
Epoch 88: Loss = 148.3915, NME = 0.0073, Pixel Error = 106.0965
Epoch 89: Loss = 144.4007, NME = 0.0071, Pixel Error = 103.9668
Epoch 90: Loss = 150.7911, NME = 0.0067, Pixel Error = 97.3178
Epoch 91: Loss = 133.9398, NME = 0.0069, Pixel Error = 99.3535
Epoch 92: Loss = 152.4208, NME = 0.0068, Pixel Error = 98.0346
Epoch 93: Loss = 127.6907, NME = 0.0067, Pixel Error = 97.5152
Epoch 94: Loss = 127.7722, NME = 0.0066, Pixel Error = 95.4907
Epoch 95: Loss = 102.2164, NME = 0.0059, Pixel Error = 86.7400
Epoch 96: Loss = 120.1075, NME = 0.0064, Pixel Error = 91.5575
Epoch 97: Loss = 111.4443, NME = 0.0060, Pixel Error = 88.3929
Epoch 98: Loss = 107.3976, NME = 0.0061, Pixel Error = 89.8344
Epoch 99: Loss = 117.5111, NME = 0.0059, Pixel Error = 86.1389
Epoch 100: Loss = 115.3501, NME = 0.0064, Pixel Error = 94.5563
Epoch 101: Loss = 130.3007, NME = 0.0066, Pixel Error = 97.8417
Epoch 102: Loss = 117.4953, NME = 0.0062, Pixel Error = 90.8423
Epoch 103: Loss = 132.4461, NME = 0.0070, Pixel Error = 102.4571
Epoch 104: Loss = 128.2013, NME = 0.0065, Pixel Error = 95.5123
Epoch 105: Loss = 116.5638, NME = 0.0063, Pixel Error = 92.6388
Epoch 106: Loss = 116.1242, NME = 0.0063, Pixel Error = 91.9510
Epoch 107: Loss = 127.0021, NME = 0.0068, Pixel Error = 100.4491
Epoch 108: Loss = 98.8238, NME = 0.0060, Pixel Error = 87.9746
Epoch 109: Loss = 119.1212, NME = 0.0060, Pixel Error = 86.8256
Epoch 110: Loss = 146.7509, NME = 0.0073, Pixel Error = 107.2985
Epoch 111: Loss = 145.8535, NME = 0.0066, Pixel Error = 95.6604
Epoch 112: Loss = 119.6051, NME = 0.0062, Pixel Error = 94.1734
Epoch 113: Loss = 99.7275, NME = 0.0060, Pixel Error = 85.8719
Epoch 114: Loss = 98.8009, NME = 0.0058, Pixel Error = 85.5369
Epoch 115: Loss = 99.7286, NME = 0.0056, Pixel Error = 84.2641
Epoch 116: Loss = 94.2910, NME = 0.0056, Pixel Error = 81.3927
Epoch 117: Loss = 107.4800, NME = 0.0059, Pixel Error = 87.1030
Epoch 118: Loss = 103.2916, NME = 0.0057, Pixel Error = 83.4212
Epoch 119: Loss = 107.2237, NME = 0.0062, Pixel Error = 90.7573
Epoch 120: Loss = 100.3704, NME = 0.0057, Pixel Error = 83.6676
Epoch 121: Loss = 102.1086, NME = 0.0059, Pixel Error = 84.6611
Epoch 122: Loss = 131.4273, NME = 0.0064, Pixel Error = 95.0292
Epoch 123: Loss = 112.2428, NME = 0.0063, Pixel Error = 92.2844
Epoch 124: Loss = 98.3091, NME = 0.0054, Pixel Error = 81.0151
Epoch 125: Loss = 114.5996, NME = 0.0062, Pixel Error = 89.2552
Epoch 126: Loss = 141.6436, NME = 0.0069, Pixel Error = 104.1125
Epoch 127: Loss = 97.8694, NME = 0.0060, Pixel Error = 87.4943
Epoch 128: Loss = 98.6152, NME = 0.0057, Pixel Error = 83.1855
Epoch 129: Loss = 76.1820, NME = 0.0052, Pixel Error = 75.2302
Epoch 130: Loss = 95.8145, NME = 0.0053, Pixel Error = 78.7496
Epoch 131: Loss = 100.0037, NME = 0.0058, Pixel Error = 85.3714
Epoch 132: Loss = 101.7689, NME = 0.0056, Pixel Error = 80.3364
Epoch 133: Loss = 95.2120, NME = 0.0058, Pixel Error = 86.9083
Epoch 134: Loss = 89.3085, NME = 0.0056, Pixel Error = 79.7237
Epoch 135: Loss = 91.6400, NME = 0.0054, Pixel Error = 80.3285
Epoch 136: Loss = 91.7978, NME = 0.0054, Pixel Error = 80.2427
Epoch 137: Loss = 92.0717, NME = 0.0057, Pixel Error = 82.5264
Epoch 138: Loss = 90.2432, NME = 0.0059, Pixel Error = 85.9863
Epoch 139: Loss = 97.8881, NME = 0.0056, Pixel Error = 83.7210
Epoch 140: Loss = 78.8822, NME = 0.0054, Pixel Error = 77.5153
Epoch 141: Loss = 86.9422, NME = 0.0052, Pixel Error = 75.7963
Epoch 142: Loss = 94.4244, NME = 0.0060, Pixel Error = 87.9436
Epoch 143: Loss = 113.8878, NME = 0.0063, Pixel Error = 91.2119
Epoch 144: Loss = 103.0588, NME = 0.0057, Pixel Error = 83.7076
Epoch 145: Loss = 85.6825, NME = 0.0053, Pixel Error = 77.4740
Epoch 146: Loss = 102.7876, NME = 0.0058, Pixel Error = 85.3680
Epoch 147: Loss = 95.0468, NME = 0.0059, Pixel Error = 87.4100
Epoch 148: Loss = 110.9772, NME = 0.0062, Pixel Error = 88.6519
Epoch 149: Loss = 116.7788, NME = 0.0063, Pixel Error = 89.3904
Epoch 150: Loss = 91.4509, NME = 0.0053, Pixel Error = 78.0487
Epoch 151: Loss = 80.3869, NME = 0.0053, Pixel Error = 76.9766
Epoch 152: Loss = 84.7309, NME = 0.0052, Pixel Error = 78.1013
Epoch 153: Loss = 83.8888, NME = 0.0052, Pixel Error = 74.3733
Epoch 154: Loss = 83.2135, NME = 0.0052, Pixel Error = 77.1693
Epoch 155: Loss = 95.9146, NME = 0.0053, Pixel Error = 77.3852
Epoch 156: Loss = 92.7784, NME = 0.0053, Pixel Error = 79.3917
Epoch 157: Loss = 93.6174, NME = 0.0058, Pixel Error = 85.9235
Epoch 158: Loss = 110.0249, NME = 0.0059, Pixel Error = 86.9354
Epoch 159: Loss = 100.5353, NME = 0.0059, Pixel Error = 85.3250
Epoch 160: Loss = 81.4658, NME = 0.0052, Pixel Error = 74.9202
Epoch 161: Loss = 87.9133, NME = 0.0054, Pixel Error = 79.3383
Epoch 162: Loss = 82.8171, NME = 0.0052, Pixel Error = 74.4987
Epoch 163: Loss = 76.2344, NME = 0.0050, Pixel Error = 73.9661
Epoch 164: Loss = 91.8700, NME = 0.0054, Pixel Error = 79.5214
Epoch 165: Loss = 85.9159, NME = 0.0055, Pixel Error = 79.6208
Epoch 166: Loss = 91.1542, NME = 0.0054, Pixel Error = 78.6129
Epoch 167: Loss = 89.5184, NME = 0.0057, Pixel Error = 81.1473
Epoch 168: Loss = 91.3128, NME = 0.0056, Pixel Error = 81.3571
Epoch 169: Loss = 90.7744, NME = 0.0058, Pixel Error = 83.2428
Epoch 170: Loss = 92.3127, NME = 0.0056, Pixel Error = 81.3686
Epoch 171: Loss = 85.3057, NME = 0.0056, Pixel Error = 82.1750
Epoch 172: Loss = 75.6241, NME = 0.0049, Pixel Error = 71.8306
Epoch 173: Loss = 66.8508, NME = 0.0048, Pixel Error = 69.6078
Epoch 174: Loss = 53.7680, NME = 0.0043, Pixel Error = 61.9771
Epoch 175: Loss = 63.1580, NME = 0.0048, Pixel Error = 69.1738
Epoch 176: Loss = 67.7621, NME = 0.0046, Pixel Error = 67.0129
Epoch 177: Loss = 67.3540, NME = 0.0049, Pixel Error = 69.8982
Epoch 178: Loss = 70.0874, NME = 0.0049, Pixel Error = 73.6462
Epoch 179: Loss = 80.1856, NME = 0.0052, Pixel Error = 74.7821
Epoch 180: Loss = 91.0136, NME = 0.0056, Pixel Error = 80.6755
Epoch 181: Loss = 79.5300, NME = 0.0050, Pixel Error = 72.0989
Epoch 182: Loss = 69.7401, NME = 0.0051, Pixel Error = 73.7707
Epoch 183: Loss = 54.9148, NME = 0.0043, Pixel Error = 63.1195
Epoch 184: Loss = 56.8559, NME = 0.0042, Pixel Error = 60.5822
Epoch 185: Loss = 51.2536, NME = 0.0042, Pixel Error = 61.3730
Epoch 186: Loss = 55.1057, NME = 0.0042, Pixel Error = 60.2786
Epoch 187: Loss = 57.0041, NME = 0.0046, Pixel Error = 66.3695
Epoch 188: Loss = 51.1502, NME = 0.0042, Pixel Error = 61.2924
Epoch 189: Loss = 49.2467, NME = 0.0042, Pixel Error = 61.0104
Epoch 190: Loss = 45.0559, NME = 0.0038, Pixel Error = 54.7168
Epoch 191: Loss = 54.6724, NME = 0.0043, Pixel Error = 61.6134
Epoch 192: Loss = 85.9972, NME = 0.0058, Pixel Error = 84.9860
Epoch 193: Loss = 73.3056, NME = 0.0050, Pixel Error = 72.1369
Epoch 194: Loss = 98.7237, NME = 0.0058, Pixel Error = 84.2450
Epoch 195: Loss = 74.5110, NME = 0.0050, Pixel Error = 73.4996
Epoch 196: Loss = 60.8576, NME = 0.0047, Pixel Error = 67.5351
Epoch 197: Loss = 62.4950, NME = 0.0047, Pixel Error = 68.5118
Epoch 198: Loss = 61.6873, NME = 0.0048, Pixel Error = 69.2013
Epoch 199: Loss = 85.9141, NME = 0.0052, Pixel Error = 76.2321
Epoch 200: Loss = 84.5327, NME = 0.0055, Pixel Error = 78.2761
Epoch 201: Loss = 73.1289, NME = 0.0051, Pixel Error = 74.3629
Epoch 202: Loss = 47.0661, NME = 0.0040, Pixel Error = 57.6518
Epoch 203: Loss = 52.5135, NME = 0.0041, Pixel Error = 58.4310
Epoch 204: Loss = 57.5257, NME = 0.0043, Pixel Error = 63.2633
Epoch 205: Loss = 57.2499, NME = 0.0043, Pixel Error = 62.5079
Epoch 206: Loss = 57.1025, NME = 0.0045, Pixel Error = 64.6467
Epoch 207: Loss = 49.0976, NME = 0.0043, Pixel Error = 60.8618
Epoch 208: Loss = 60.4832, NME = 0.0045, Pixel Error = 64.4909
Epoch 209: Loss = 55.1042, NME = 0.0044, Pixel Error = 63.7670
Epoch 210: Loss = 66.3330, NME = 0.0048, Pixel Error = 70.0453
Epoch 211: Loss = 61.7811, NME = 0.0043, Pixel Error = 63.0454
Epoch 212: Loss = 70.8857, NME = 0.0049, Pixel Error = 69.6843
Epoch 213: Loss = 65.3562, NME = 0.0045, Pixel Error = 64.6025
Epoch 214: Loss = 54.7549, NME = 0.0043, Pixel Error = 62.0669
Epoch 215: Loss = 51.6274, NME = 0.0041, Pixel Error = 58.3223
Epoch 216: Loss = 47.3828, NME = 0.0040, Pixel Error = 56.1867
Epoch 217: Loss = 51.4435, NME = 0.0042, Pixel Error = 59.7092
Epoch 218: Loss = 63.7367, NME = 0.0047, Pixel Error = 67.0464
Epoch 219: Loss = 51.8723, NME = 0.0042, Pixel Error = 59.6966
Epoch 220: Loss = 73.6457, NME = 0.0053, Pixel Error = 76.8292
Epoch 221: Loss = 92.8804, NME = 0.0062, Pixel Error = 90.3156
Epoch 222: Loss = 86.0247, NME = 0.0058, Pixel Error = 83.9063
Epoch 223: Loss = 50.4388, NME = 0.0043, Pixel Error = 61.5777
Epoch 224: Loss = 42.7411, NME = 0.0037, Pixel Error = 53.6041
Epoch 225: Loss = 41.3292, NME = 0.0036, Pixel Error = 51.0369
Epoch 226: Loss = 47.5409, NME = 0.0041, Pixel Error = 59.8884
Epoch 227: Loss = 94.8907, NME = 0.0042, Pixel Error = 58.6533
Epoch 228: Loss = 84.3964, NME = 0.0054, Pixel Error = 76.4655
Epoch 229: Loss = 78.8007, NME = 0.0051, Pixel Error = 72.1837
Epoch 230: Loss = 63.6848, NME = 0.0046, Pixel Error = 67.0757
Epoch 231: Loss = 51.3245, NME = 0.0042, Pixel Error = 60.6609
Epoch 232: Loss = 44.9954, NME = 0.0040, Pixel Error = 56.7791
Epoch 233: Loss = 52.0277, NME = 0.0042, Pixel Error = 60.5444
Epoch 234: Loss = 47.9710, NME = 0.0038, Pixel Error = 53.5812
Epoch 235: Loss = 45.2281, NME = 0.0037, Pixel Error = 53.2829
Epoch 236: Loss = 63.7532, NME = 0.0044, Pixel Error = 63.4210
Epoch 237: Loss = 67.9600, NME = 0.0051, Pixel Error = 71.7348
Epoch 238: Loss = 57.6301, NME = 0.0044, Pixel Error = 62.8896
Epoch 239: Loss = 61.7803, NME = 0.0045, Pixel Error = 65.5295
Epoch 240: Loss = 55.1484, NME = 0.0042, Pixel Error = 60.8985
Epoch 241: Loss = 46.3573, NME = 0.0041, Pixel Error = 59.4465
Epoch 242: Loss = 47.7157, NME = 0.0038, Pixel Error = 54.5645
Epoch 243: Loss = 37.5250, NME = 0.0035, Pixel Error = 49.7358
Epoch 244: Loss = 40.9313, NME = 0.0036, Pixel Error = 51.7173
Epoch 245: Loss = 32.0703, NME = 0.0033, Pixel Error = 47.2402
Epoch 246: Loss = 39.6018, NME = 0.0037, Pixel Error = 53.7462
Epoch 247: Loss = 35.7736, NME = 0.0034, Pixel Error = 49.7024
Epoch 248: Loss = 46.0012, NME = 0.0039, Pixel Error = 57.2284
Epoch 249: Loss = 61.8408, NME = 0.0046, Pixel Error = 65.2104
Epoch 250: Loss = 62.9986, NME = 0.0042, Pixel Error = 60.8454
Epoch 251: Loss = 50.9216, NME = 0.0042, Pixel Error = 59.1828
Epoch 252: Loss = 48.8297, NME = 0.0040, Pixel Error = 58.5715
Epoch 253: Loss = 45.7985, NME = 0.0040, Pixel Error = 57.4370
Epoch 254: Loss = 43.2748, NME = 0.0039, Pixel Error = 57.5304
Epoch 255: Loss = 31.9975, NME = 0.0033, Pixel Error = 47.5781
Epoch 256: Loss = 32.6780, NME = 0.0034, Pixel Error = 49.1023
Epoch 257: Loss = 39.4858, NME = 0.0037, Pixel Error = 53.9177
Epoch 258: Loss = 38.6714, NME = 0.0036, Pixel Error = 52.5787
Epoch 259: Loss = 30.6376, NME = 0.0031, Pixel Error = 44.9160
Epoch 260: Loss = 35.8368, NME = 0.0036, Pixel Error = 50.1511
Epoch 261: Loss = 34.4628, NME = 0.0034, Pixel Error = 49.7432
Epoch 262: Loss = 33.5454, NME = 0.0034, Pixel Error = 49.1873
Epoch 263: Loss = 29.8893, NME = 0.0033, Pixel Error = 47.1092
Epoch 264: Loss = 33.4923, NME = 0.0035, Pixel Error = 50.2953
Epoch 265: Loss = 32.1308, NME = 0.0032, Pixel Error = 44.3978
Epoch 266: Loss = 33.6364, NME = 0.0033, Pixel Error = 46.8527
Epoch 267: Loss = 25.5248, NME = 0.0029, Pixel Error = 41.3575
Epoch 268: Loss = 41.0826, NME = 0.0037, Pixel Error = 54.1074
Epoch 269: Loss = 40.0417, NME = 0.0036, Pixel Error = 51.4919
Epoch 270: Loss = 39.3914, NME = 0.0038, Pixel Error = 54.6003
Epoch 271: Loss = 25.4035, NME = 0.0030, Pixel Error = 41.9391
Epoch 272: Loss = 29.6907, NME = 0.0028, Pixel Error = 39.9525
Epoch 273: Loss = 33.3129, NME = 0.0033, Pixel Error = 47.2949
Epoch 274: Loss = 28.2261, NME = 0.0032, Pixel Error = 47.2946
Epoch 275: Loss = 39.6966, NME = 0.0037, Pixel Error = 53.2574
Epoch 276: Loss = 31.2062, NME = 0.0034, Pixel Error = 48.4518
Epoch 277: Loss = 38.5384, NME = 0.0037, Pixel Error = 54.0903
Epoch 278: Loss = 31.6147, NME = 0.0033, Pixel Error = 47.6495
Epoch 279: Loss = 42.2747, NME = 0.0037, Pixel Error = 54.5345
Epoch 280: Loss = 34.5177, NME = 0.0033, Pixel Error = 47.2726
Epoch 281: Loss = 31.0758, NME = 0.0033, Pixel Error = 48.3717
Epoch 282: Loss = 29.9063, NME = 0.0031, Pixel Error = 45.1940
Epoch 283: Loss = 25.7382, NME = 0.0030, Pixel Error = 42.3638
Epoch 284: Loss = 25.7977, NME = 0.0029, Pixel Error = 40.5789
Epoch 285: Loss = 27.7790, NME = 0.0032, Pixel Error = 44.2037
Epoch 286: Loss = 27.2145, NME = 0.0032, Pixel Error = 47.6760
Epoch 287: Loss = 42.4044, NME = 0.0033, Pixel Error = 47.8091
Epoch 288: Loss = 22.2265, NME = 0.0028, Pixel Error = 39.8559
Epoch 289: Loss = 29.6952, NME = 0.0033, Pixel Error = 47.3985
Epoch 290: Loss = 36.3554, NME = 0.0033, Pixel Error = 47.9549
Epoch 291: Loss = 29.6129, NME = 0.0031, Pixel Error = 45.0951
Epoch 292: Loss = 33.9164, NME = 0.0033, Pixel Error = 47.4725
Epoch 293: Loss = 39.4019, NME = 0.0039, Pixel Error = 57.6291
Epoch 294: Loss = 72.4616, NME = 0.0037, Pixel Error = 53.4130
Epoch 295: Loss = 65.3007, NME = 0.0044, Pixel Error = 63.5246
Epoch 296: Loss = 72.2859, NME = 0.0052, Pixel Error = 73.5890
Epoch 297: Loss = 67.5028, NME = 0.0048, Pixel Error = 69.4844
Epoch 298: Loss = 77.6592, NME = 0.0055, Pixel Error = 79.0785
Epoch 299: Loss = 67.2924, NME = 0.0046, Pixel Error = 67.4697
Epoch 300: Loss = 55.5980, NME = 0.0041, Pixel Error = 57.1805
