Epoch 1: Loss = 1758.9255, NME = 0.0193, Pixel Error = 262.1749, Val Loss = 90.5806, Val NME = 0.0056, Val Pixel Error = 82.5769
Epoch 2: Loss = 80.1672, NME = 0.0054, Pixel Error = 74.8386, Val Loss = 104.2772, Val NME = 0.0063, Val Pixel Error = 94.8576
Epoch 3: Loss = 32.0928, NME = 0.0034, Pixel Error = 47.0640, Val Loss = 35.4592, Val NME = 0.0038, Val Pixel Error = 57.1758
Epoch 4: Loss = 17.7436, NME = 0.0026, Pixel Error = 34.2965, Val Loss = 10.1181, Val NME = 0.0019, Val Pixel Error = 27.4614
Epoch 5: Loss = 14.4476, NME = 0.0023, Pixel Error = 31.7046, Val Loss = 35.9165, Val NME = 0.0039, Val Pixel Error = 56.3049
Epoch 6: Loss = 13.1443, NME = 0.0022, Pixel Error = 30.2315, Val Loss = 37.1961, Val NME = 0.0037, Val Pixel Error = 54.9940
Epoch 7: Loss = 11.3391, NME = 0.0020, Pixel Error = 27.8453, Val Loss = 20.5450, Val NME = 0.0028, Val Pixel Error = 39.7101
Epoch 8: Loss = 7.2432, NME = 0.0017, Pixel Error = 22.4250, Val Loss = 20.8040, Val NME = 0.0030, Val Pixel Error = 44.5494
Epoch 9: Loss = 7.2445, NME = 0.0016, Pixel Error = 22.6332, Val Loss = 19.1993, Val NME = 0.0028, Val Pixel Error = 39.4737
Epoch 10: Loss = 6.4874, NME = 0.0016, Pixel Error = 21.6597, Val Loss = 17.3536, Val NME = 0.0027, Val Pixel Error = 38.8444
Epoch 11: Loss = 5.2390, NME = 0.0014, Pixel Error = 19.1326, Val Loss = 29.9068, Val NME = 0.0035, Val Pixel Error = 50.9451
Epoch 12: Loss = 4.7238, NME = 0.0014, Pixel Error = 18.3006, Val Loss = 14.6147, Val NME = 0.0025, Val Pixel Error = 34.2037
Epoch 13: Loss = 5.2436, NME = 0.0014, Pixel Error = 19.1601, Val Loss = 15.8930, Val NME = 0.0026, Val Pixel Error = 35.9760
Epoch 14: Loss = 4.7088, NME = 0.0013, Pixel Error = 17.9908, Val Loss = 11.5588, Val NME = 0.0021, Val Pixel Error = 32.3378
Epoch 15: Loss = 6.0276, NME = 0.0015, Pixel Error = 20.7525, Val Loss = 18.2859, Val NME = 0.0028, Val Pixel Error = 39.7759
Epoch 16: Loss = 4.2556, NME = 0.0013, Pixel Error = 17.3322, Val Loss = 29.2684, Val NME = 0.0035, Val Pixel Error = 49.6619
Epoch 17: Loss = 4.1066, NME = 0.0013, Pixel Error = 17.0953, Val Loss = 14.9759, Val NME = 0.0025, Val Pixel Error = 37.0850
Epoch 18: Loss = 4.0100, NME = 0.0012, Pixel Error = 16.7198, Val Loss = 11.1473, Val NME = 0.0021, Val Pixel Error = 31.6436
Epoch 19: Loss = 3.0944, NME = 0.0011, Pixel Error = 14.8172, Val Loss = 21.4516, Val NME = 0.0030, Val Pixel Error = 44.1676
Epoch 20: Loss = 4.8302, NME = 0.0014, Pixel Error = 18.2345, Val Loss = 15.1911, Val NME = 0.0025, Val Pixel Error = 36.8393
Epoch 21: Loss = 3.4957, NME = 0.0012, Pixel Error = 15.8153, Val Loss = 20.0245, Val NME = 0.0029, Val Pixel Error = 40.8587
Epoch 22: Loss = 2.7686, NME = 0.0010, Pixel Error = 14.1151, Val Loss = 13.9445, Val NME = 0.0024, Val Pixel Error = 35.1391
Epoch 23: Loss = 3.0014, NME = 0.0011, Pixel Error = 14.5316, Val Loss = 10.0675, Val NME = 0.0020, Val Pixel Error = 28.8729
Epoch 24: Loss = 2.8588, NME = 0.0010, Pixel Error = 14.2944, Val Loss = 20.3221, Val NME = 0.0028, Val Pixel Error = 39.3293
Epoch 25: Loss = 2.3394, NME = 0.0010, Pixel Error = 12.9725, Val Loss = 14.6175, Val NME = 0.0024, Val Pixel Error = 34.3518
Epoch 26: Loss = 2.5257, NME = 0.0010, Pixel Error = 13.6059, Val Loss = 12.9856, Val NME = 0.0023, Val Pixel Error = 34.9805
Epoch 27: Loss = 3.1344, NME = 0.0011, Pixel Error = 15.0972, Val Loss = 9.1877, Val NME = 0.0020, Val Pixel Error = 28.5053
Epoch 28: Loss = 2.3581, NME = 0.0010, Pixel Error = 13.1706, Val Loss = 24.1677, Val NME = 0.0032, Val Pixel Error = 45.6391
Epoch 29: Loss = 2.5725, NME = 0.0010, Pixel Error = 13.5537, Val Loss = 21.3348, Val NME = 0.0029, Val Pixel Error = 43.8107
Epoch 30: Loss = 2.9003, NME = 0.0011, Pixel Error = 14.4749, Val Loss = 26.1255, Val NME = 0.0034, Val Pixel Error = 47.3118
Epoch 31: Loss = 2.2091, NME = 0.0009, Pixel Error = 12.6222, Val Loss = 11.0468, Val NME = 0.0021, Val Pixel Error = 31.7814
Epoch 32: Loss = 2.0024, NME = 0.0009, Pixel Error = 12.0610, Val Loss = 16.9372, Val NME = 0.0027, Val Pixel Error = 38.4976
Epoch 33: Loss = 3.3888, NME = 0.0011, Pixel Error = 15.3392, Val Loss = 39.6760, Val NME = 0.0040, Val Pixel Error = 58.5017
Epoch 34: Loss = 2.3364, NME = 0.0009, Pixel Error = 13.0058, Val Loss = 22.1376, Val NME = 0.0031, Val Pixel Error = 45.2232
Epoch 35: Loss = 1.9311, NME = 0.0009, Pixel Error = 11.7431, Val Loss = 19.2941, Val NME = 0.0029, Val Pixel Error = 41.2560
Epoch 36: Loss = 2.2819, NME = 0.0009, Pixel Error = 12.7334, Val Loss = 12.1575, Val NME = 0.0023, Val Pixel Error = 33.0566
Epoch 37: Loss = 1.9380, NME = 0.0009, Pixel Error = 11.8067, Val Loss = 21.6428, Val NME = 0.0030, Val Pixel Error = 44.1617
Epoch 38: Loss = 2.1244, NME = 0.0009, Pixel Error = 12.3790, Val Loss = 18.1550, Val NME = 0.0027, Val Pixel Error = 38.9563
Epoch 39: Loss = 2.1369, NME = 0.0009, Pixel Error = 12.4266, Val Loss = 22.3546, Val NME = 0.0031, Val Pixel Error = 44.3264
Epoch 40: Loss = 3.0239, NME = 0.0011, Pixel Error = 14.9904, Val Loss = 18.8596, Val NME = 0.0028, Val Pixel Error = 39.4224
Epoch 41: Loss = 2.2109, NME = 0.0009, Pixel Error = 12.5973, Val Loss = 9.9458, Val NME = 0.0020, Val Pixel Error = 29.0830
Epoch 42: Loss = 1.9447, NME = 0.0009, Pixel Error = 11.9428, Val Loss = 14.5184, Val NME = 0.0025, Val Pixel Error = 36.7450
Epoch 43: Loss = 1.7750, NME = 0.0008, Pixel Error = 11.4148, Val Loss = 16.3712, Val NME = 0.0026, Val Pixel Error = 38.6239
Epoch 44: Loss = 1.8931, NME = 0.0009, Pixel Error = 11.6745, Val Loss = 20.4539, Val NME = 0.0029, Val Pixel Error = 41.2812
Epoch 45: Loss = 1.9607, NME = 0.0009, Pixel Error = 11.8508, Val Loss = 15.6000, Val NME = 0.0026, Val Pixel Error = 35.5982
Epoch 46: Loss = 2.7354, NME = 0.0010, Pixel Error = 14.4330, Val Loss = 14.4349, Val NME = 0.0024, Val Pixel Error = 34.3568
Epoch 47: Loss = 1.7640, NME = 0.0008, Pixel Error = 11.2604, Val Loss = 18.3309, Val NME = 0.0028, Val Pixel Error = 39.1984
Epoch 48: Loss = 2.0797, NME = 0.0009, Pixel Error = 12.1437, Val Loss = 8.1974, Val NME = 0.0018, Val Pixel Error = 26.4026
Epoch 49: Loss = 2.3823, NME = 0.0010, Pixel Error = 13.1231, Val Loss = 14.3252, Val NME = 0.0024, Val Pixel Error = 35.6355
Epoch 50: Loss = 1.6431, NME = 0.0008, Pixel Error = 10.8923, Val Loss = 11.0638, Val NME = 0.0021, Val Pixel Error = 30.3079
Epoch 51: Loss = 1.6144, NME = 0.0008, Pixel Error = 10.7915, Val Loss = 16.9666, Val NME = 0.0027, Val Pixel Error = 38.4041
Epoch 52: Loss = 1.6809, NME = 0.0008, Pixel Error = 10.8277, Val Loss = 10.5186, Val NME = 0.0021, Val Pixel Error = 30.5385
Epoch 53: Loss = 1.8218, NME = 0.0008, Pixel Error = 11.5237, Val Loss = 13.6887, Val NME = 0.0024, Val Pixel Error = 35.0991
Epoch 54: Loss = 1.8297, NME = 0.0008, Pixel Error = 11.4751, Val Loss = 24.2048, Val NME = 0.0032, Val Pixel Error = 46.6484
Epoch 55: Loss = 2.2519, NME = 0.0009, Pixel Error = 12.6516, Val Loss = 17.6789, Val NME = 0.0027, Val Pixel Error = 40.1801
Epoch 56: Loss = 1.7000, NME = 0.0008, Pixel Error = 11.1073, Val Loss = 13.7922, Val NME = 0.0024, Val Pixel Error = 34.9885
Epoch 57: Loss = 1.4787, NME = 0.0008, Pixel Error = 10.4261, Val Loss = 17.7307, Val NME = 0.0027, Val Pixel Error = 40.1607
Epoch 58: Loss = 1.6533, NME = 0.0008, Pixel Error = 10.8179, Val Loss = 11.3731, Val NME = 0.0022, Val Pixel Error = 31.1617
Epoch 59: Loss = 1.5405, NME = 0.0008, Pixel Error = 10.6044, Val Loss = 13.4748, Val NME = 0.0023, Val Pixel Error = 33.9755
Epoch 60: Loss = 1.5546, NME = 0.0008, Pixel Error = 10.6179, Val Loss = 16.3429, Val NME = 0.0026, Val Pixel Error = 37.4679
Epoch 61: Loss = 1.5832, NME = 0.0008, Pixel Error = 10.8060, Val Loss = 20.5231, Val NME = 0.0030, Val Pixel Error = 43.2012
Epoch 62: Loss = 1.6822, NME = 0.0008, Pixel Error = 11.1250, Val Loss = 14.3251, Val NME = 0.0024, Val Pixel Error = 36.1960
Epoch 63: Loss = 1.4589, NME = 0.0008, Pixel Error = 10.2144, Val Loss = 12.9920, Val NME = 0.0023, Val Pixel Error = 33.4113
Epoch 64: Loss = 1.4072, NME = 0.0007, Pixel Error = 10.1287, Val Loss = 18.1496, Val NME = 0.0028, Val Pixel Error = 39.9580
Epoch 65: Loss = 1.2940, NME = 0.0007, Pixel Error = 9.7277, Val Loss = 12.8263, Val NME = 0.0024, Val Pixel Error = 33.8901
Epoch 66: Loss = 1.4051, NME = 0.0007, Pixel Error = 10.0933, Val Loss = 9.1257, Val NME = 0.0020, Val Pixel Error = 28.4566
Epoch 67: Loss = 2.1551, NME = 0.0009, Pixel Error = 12.1514, Val Loss = 15.9843, Val NME = 0.0026, Val Pixel Error = 38.1759
Epoch 68: Loss = 1.4053, NME = 0.0007, Pixel Error = 10.0943, Val Loss = 16.2775, Val NME = 0.0026, Val Pixel Error = 38.0076
Epoch 69: Loss = 1.4101, NME = 0.0007, Pixel Error = 10.0365, Val Loss = 10.4202, Val NME = 0.0021, Val Pixel Error = 30.3916
Epoch 70: Loss = 1.3363, NME = 0.0007, Pixel Error = 9.6986, Val Loss = 9.7282, Val NME = 0.0020, Val Pixel Error = 29.1732
Epoch 71: Loss = 1.5902, NME = 0.0008, Pixel Error = 10.6466, Val Loss = 14.5183, Val NME = 0.0025, Val Pixel Error = 35.3428
Epoch 72: Loss = 1.3163, NME = 0.0007, Pixel Error = 9.8124, Val Loss = 10.5654, Val NME = 0.0021, Val Pixel Error = 30.0258
Epoch 73: Loss = 1.3199, NME = 0.0007, Pixel Error = 9.9474, Val Loss = 13.5017, Val NME = 0.0024, Val Pixel Error = 34.9328
Epoch 74: Loss = 1.2635, NME = 0.0007, Pixel Error = 9.6012, Val Loss = 12.7258, Val NME = 0.0023, Val Pixel Error = 33.8916
Epoch 75: Loss = 1.3227, NME = 0.0007, Pixel Error = 9.7196, Val Loss = 16.6522, Val NME = 0.0027, Val Pixel Error = 38.1057
Epoch 76: Loss = 1.2676, NME = 0.0007, Pixel Error = 9.5143, Val Loss = 9.6650, Val NME = 0.0020, Val Pixel Error = 29.3957
Epoch 77: Loss = 1.3255, NME = 0.0007, Pixel Error = 9.7404, Val Loss = 16.4151, Val NME = 0.0026, Val Pixel Error = 37.4576
Epoch 78: Loss = 1.2266, NME = 0.0007, Pixel Error = 9.4272, Val Loss = 13.9996, Val NME = 0.0024, Val Pixel Error = 34.8446
