Epoch 1: Loss = 13405.7271, NME = 0.0684, Pixel Error = 982.6312
Epoch 2: Loss = 3493.5554, NME = 0.0296, Pixel Error = 427.9966
Epoch 3: Loss = 1461.4006, NME = 0.0234, Pixel Error = 353.0158
Epoch 4: Loss = 801.1266, NME = 0.0168, Pixel Error = 249.1806
Epoch 5: Loss = 945.6411, NME = 0.0181, Pixel Error = 265.0983
Epoch 6: Loss = 698.9919, NME = 0.0156, Pixel Error = 230.6296
Epoch 7: Loss = 925.5693, NME = 0.0158, Pixel Error = 245.0323
Epoch 8: Loss = 1042.8914, NME = 0.0166, Pixel Error = 239.1725
Epoch 9: Loss = 672.6597, NME = 0.0125, Pixel Error = 188.4118
Epoch 10: Loss = 440.4103, NME = 0.0123, Pixel Error = 177.7142
Epoch 11: Loss = 542.7378, NME = 0.0134, Pixel Error = 193.5242
Epoch 12: Loss = 471.2561, NME = 0.0120, Pixel Error = 173.7229
Epoch 13: Loss = 887.1118, NME = 0.0146, Pixel Error = 214.8909
Epoch 14: Loss = 960.8828, NME = 0.0177, Pixel Error = 245.7958
Epoch 15: Loss = 654.0308, NME = 0.0145, Pixel Error = 206.6572
Epoch 16: Loss = 643.9777, NME = 0.0137, Pixel Error = 201.2936
Epoch 17: Loss = 673.3171, NME = 0.0155, Pixel Error = 223.0450
Epoch 18: Loss = 626.5015, NME = 0.0150, Pixel Error = 221.7197
Epoch 19: Loss = 600.3552, NME = 0.0142, Pixel Error = 205.7240
Epoch 20: Loss = 578.2223, NME = 0.0123, Pixel Error = 172.2741
Epoch 21: Loss = 435.0977, NME = 0.0130, Pixel Error = 189.7225
Epoch 22: Loss = 220.9382, NME = 0.0086, Pixel Error = 125.9492
Epoch 23: Loss = 239.1592, NME = 0.0091, Pixel Error = 126.8805
Epoch 24: Loss = 190.3608, NME = 0.0081, Pixel Error = 119.2605
Epoch 25: Loss = 299.3244, NME = 0.0102, Pixel Error = 146.4427
Epoch 26: Loss = 267.6306, NME = 0.0092, Pixel Error = 133.5701
Epoch 27: Loss = 236.9150, NME = 0.0092, Pixel Error = 136.5446
Epoch 28: Loss = 214.3612, NME = 0.0085, Pixel Error = 121.3670
Epoch 29: Loss = 221.1536, NME = 0.0084, Pixel Error = 124.5525
Epoch 30: Loss = 201.6717, NME = 0.0082, Pixel Error = 119.0123
Epoch 31: Loss = 188.4289, NME = 0.0082, Pixel Error = 117.6070
Epoch 32: Loss = 204.3719, NME = 0.0080, Pixel Error = 117.2481
Epoch 33: Loss = 199.7088, NME = 0.0084, Pixel Error = 118.9629
Epoch 34: Loss = 213.4122, NME = 0.0083, Pixel Error = 120.5046
Epoch 35: Loss = 194.5820, NME = 0.0084, Pixel Error = 121.0543
Epoch 36: Loss = 261.1385, NME = 0.0090, Pixel Error = 133.2963
Epoch 37: Loss = 340.5799, NME = 0.0100, Pixel Error = 141.6320
Epoch 38: Loss = 273.2837, NME = 0.0097, Pixel Error = 143.1166
Epoch 39: Loss = 236.2424, NME = 0.0092, Pixel Error = 134.2095
Epoch 40: Loss = 483.2259, NME = 0.0135, Pixel Error = 204.3983
Epoch 41: Loss = 907.9862, NME = 0.0178, Pixel Error = 262.2541
Epoch 42: Loss = 454.8076, NME = 0.0135, Pixel Error = 191.1608
Epoch 43: Loss = 377.7983, NME = 0.0105, Pixel Error = 154.4207
Epoch 44: Loss = 304.6162, NME = 0.0092, Pixel Error = 131.9040
Epoch 45: Loss = 239.3599, NME = 0.0085, Pixel Error = 126.3756
Epoch 46: Loss = 203.4304, NME = 0.0082, Pixel Error = 118.2756
Epoch 47: Loss = 288.9955, NME = 0.0094, Pixel Error = 133.7302
Epoch 48: Loss = 254.9046, NME = 0.0095, Pixel Error = 136.2890
Epoch 49: Loss = 373.4455, NME = 0.0113, Pixel Error = 166.4730
Epoch 50: Loss = 313.6624, NME = 0.0105, Pixel Error = 159.0849
Epoch 51: Loss = 234.3040, NME = 0.0087, Pixel Error = 126.6483
Epoch 52: Loss = 198.5747, NME = 0.0085, Pixel Error = 124.3831
Epoch 53: Loss = 217.3128, NME = 0.0083, Pixel Error = 124.3186
Epoch 54: Loss = 215.3735, NME = 0.0089, Pixel Error = 126.2378
