epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.42142,1.40356,1.7815,1.70449,0.44302,0.192,0.09879,0.0789,2.45713,261.214,3.42343,0.000546847,0.000546847,0.000546847
2,8.44597,0.94807,0.62085,1.21613,0.88592,0.78358,0.87148,0.62552,1.0483,2.18244,1.37807,0.00109887,0.00109887,0.00109887
3,11.798,0.95446,0.64247,1.24762,0.52084,0.27923,0.30361,0.18904,2.26688,3.18461,2.56264,0.00164724,0.00164724,0.00164724
4,15.0953,0.91961,0.57089,1.19017,0.98194,0.964,0.98638,0.71097,1.05091,0.58486,1.3631,0.0016505,0.0016505,0.0016505
5,18.4117,0.88245,0.53155,1.19339,0.9758,0.9673,0.99273,0.73729,0.97026,0.5613,1.26063,0.001645,0.001645,0.001645
6,21.7426,0.8404,0.46994,1.14543,0.98073,0.992,0.99428,0.77709,0.83662,0.52743,1.15053,0.00163949,0.00163949,0.00163949
7,25.1521,0.86512,0.48014,1.17563,0.98924,0.98364,0.99062,0.77929,0.83858,0.44497,1.12887,0.00163399,0.00163399,0.00163399
8,28.4765,0.81612,0.44628,1.13513,0.93476,0.94746,0.98628,0.76252,0.90626,0.60309,1.17912,0.00162849,0.00162849,0.00162849
9,31.785,0.82681,0.46299,1.13144,0.93027,0.75936,0.88846,0.59102,1.16618,0.89188,1.38986,0.00162299,0.00162299,0.00162299
10,35.1629,0.79418,0.44299,1.10793,0.98841,0.97926,0.9933,0.72584,0.9875,0.45965,1.22925,0.00161749,0.00161749,0.00161749
11,38.4646,0.79847,0.43758,1.11131,0.9878,0.98796,0.9946,0.76058,0.88465,0.43685,1.16338,0.00161199,0.00161199,0.00161199
12,41.7731,0.76693,0.42707,1.08454,0.98153,0.98392,0.99022,0.75173,0.94434,0.50532,1.18903,0.00160649,0.00160649,0.00160649
13,45.0547,0.80223,0.41876,1.11725,0.99418,0.99361,0.995,0.82979,0.70441,0.37189,1.03812,0.00160099,0.00160099,0.00160099
14,48.3761,0.78191,0.39199,1.09668,0.99273,0.97886,0.99346,0.79082,0.81138,0.42127,1.10429,0.00159549,0.00159549,0.00159549
15,51.7714,0.767,0.40081,1.08808,0.99855,0.98303,0.99454,0.74591,0.982,0.42154,1.20066,0.00158998,0.00158998,0.00158998
