Epoch 1: Loss = 830.3499, NME = 0.0130, Pixel Error = 178.0204, Val Loss = 41.2314, Val NME = 0.0040, Val Pixel Error = 56.0597
Epoch 2: Loss = 26.8274, NME = 0.0031, Pixel Error = 42.7146, Val Loss = 26.3319, Val NME = 0.0030, Val Pixel Error = 44.8694
Epoch 3: Loss = 15.9581, NME = 0.0025, Pixel Error = 33.5359, Val Loss = 47.8076, Val NME = 0.0043, Val Pixel Error = 61.9242
Epoch 4: Loss = 10.9527, NME = 0.0020, Pixel Error = 27.8517, Val Loss = 28.3850, Val NME = 0.0032, Val Pixel Error = 46.5986
Epoch 5: Loss = 9.7162, NME = 0.0019, Pixel Error = 26.3069, Val Loss = 30.6985, Val NME = 0.0036, Val Pixel Error = 51.7908
Epoch 6: Loss = 7.8713, NME = 0.0017, Pixel Error = 23.5042, Val Loss = 19.2871, Val NME = 0.0027, Val Pixel Error = 42.1464
Epoch 7: Loss = 6.8550, NME = 0.0016, Pixel Error = 22.3209, Val Loss = 18.3459, Val NME = 0.0028, Val Pixel Error = 40.0599
Epoch 8: Loss = 6.2010, NME = 0.0015, Pixel Error = 21.2119, Val Loss = 6.7454, Val NME = 0.0015, Val Pixel Error = 23.3249
Epoch 9: Loss = 5.8835, NME = 0.0015, Pixel Error = 20.2022, Val Loss = 13.4842, Val NME = 0.0023, Val Pixel Error = 34.5020
Epoch 10: Loss = 5.9412, NME = 0.0015, Pixel Error = 21.0324, Val Loss = 11.3589, Val NME = 0.0020, Val Pixel Error = 30.1721
Epoch 11: Loss = 5.6164, NME = 0.0015, Pixel Error = 20.2285, Val Loss = 12.1154, Val NME = 0.0021, Val Pixel Error = 32.5420
Epoch 12: Loss = 5.2919, NME = 0.0014, Pixel Error = 19.0883, Val Loss = 28.3481, Val NME = 0.0034, Val Pixel Error = 49.3879
Epoch 13: Loss = 6.2760, NME = 0.0015, Pixel Error = 20.8813, Val Loss = 27.6877, Val NME = 0.0033, Val Pixel Error = 45.5558
Epoch 14: Loss = 5.4437, NME = 0.0014, Pixel Error = 19.6433, Val Loss = 22.8568, Val NME = 0.0030, Val Pixel Error = 43.2792
Epoch 15: Loss = 3.8063, NME = 0.0012, Pixel Error = 16.6167, Val Loss = 28.4810, Val NME = 0.0034, Val Pixel Error = 49.3915
Epoch 16: Loss = 4.0240, NME = 0.0012, Pixel Error = 17.2299, Val Loss = 19.9994, Val NME = 0.0029, Val Pixel Error = 42.1980
Epoch 17: Loss = 3.7871, NME = 0.0012, Pixel Error = 16.5817, Val Loss = 12.9198, Val NME = 0.0023, Val Pixel Error = 32.4340
Epoch 18: Loss = 4.0094, NME = 0.0012, Pixel Error = 17.0316, Val Loss = 9.7606, Val NME = 0.0020, Val Pixel Error = 28.6532
Epoch 19: Loss = 3.8799, NME = 0.0012, Pixel Error = 16.6222, Val Loss = 19.1419, Val NME = 0.0028, Val Pixel Error = 41.8595
Epoch 20: Loss = 3.3951, NME = 0.0011, Pixel Error = 15.4939, Val Loss = 19.8598, Val NME = 0.0029, Val Pixel Error = 41.5324
Epoch 21: Loss = 2.7770, NME = 0.0010, Pixel Error = 14.2734, Val Loss = 13.2864, Val NME = 0.0024, Val Pixel Error = 33.5119
Epoch 22: Loss = 2.8466, NME = 0.0011, Pixel Error = 14.6079, Val Loss = 24.6717, Val NME = 0.0031, Val Pixel Error = 45.8954
Epoch 23: Loss = 3.3158, NME = 0.0011, Pixel Error = 15.5974, Val Loss = 26.1079, Val NME = 0.0033, Val Pixel Error = 48.8637
Epoch 24: Loss = 2.8252, NME = 0.0010, Pixel Error = 14.3078, Val Loss = 10.6860, Val NME = 0.0020, Val Pixel Error = 30.2496
Epoch 25: Loss = 3.2182, NME = 0.0011, Pixel Error = 15.3029, Val Loss = 26.1714, Val NME = 0.0033, Val Pixel Error = 48.0668
Epoch 26: Loss = 2.8082, NME = 0.0011, Pixel Error = 14.3183, Val Loss = 19.8273, Val NME = 0.0028, Val Pixel Error = 41.0192
Epoch 27: Loss = 2.9239, NME = 0.0011, Pixel Error = 14.4576, Val Loss = 10.1824, Val NME = 0.0020, Val Pixel Error = 29.0352
Epoch 28: Loss = 2.8090, NME = 0.0010, Pixel Error = 14.3626, Val Loss = 24.5253, Val NME = 0.0032, Val Pixel Error = 45.9570
Epoch 29: Loss = 2.5880, NME = 0.0010, Pixel Error = 13.5644, Val Loss = 17.3497, Val NME = 0.0027, Val Pixel Error = 38.2956
