epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.62619,1.45609,1.91391,1.77348,0.53923,0.95407,0.65155,0.48821,0.91388,5.14424,1.23469,0.000546847,0.000546847,0.000546847
2,7.01184,0.96719,0.64307,1.22508,0.87355,0.97581,0.97943,0.74281,0.909,3.5948,1.35169,0.00109887,0.00109887,0.00109887
3,10.3328,0.93028,0.61494,1.22168,0.5353,0.89516,0.93752,0.63176,1.05312,3.44003,1.59226,0.00164724,0.00164724,0.00164724
4,13.6039,0.92676,0.54443,1.21118,0.93598,0.96774,0.99057,0.74366,0.9242,1.03324,1.2793,0.0016505,0.0016505,0.0016505
5,16.8814,0.88526,0.50366,1.17784,0.95733,0.92638,0.97567,0.72436,1.01041,0.59869,1.3071,0.001645,0.001645,0.001645
6,20.1566,0.83215,0.47268,1.13859,0.92269,0.96228,0.97507,0.72067,0.96495,0.73537,1.25927,0.00163949,0.00163949,0.00163949
7,23.4265,0.85064,0.47728,1.15587,0.97577,0.95851,0.98645,0.80226,0.77036,0.57503,1.10701,0.00163399,0.00163399,0.00163399
8,26.7257,0.82416,0.46262,1.14769,0.9651,0.92066,0.96411,0.76476,0.79858,0.53364,1.1333,0.00162849,0.00162849,0.00162849
9,29.988,0.82742,0.45456,1.13432,0.99643,0.98553,0.99384,0.78602,0.8432,0.42099,1.13672,0.00162299,0.00162299,0.00162299
10,33.2575,0.78963,0.41158,1.09184,0.99914,0.96371,0.98461,0.81907,0.77917,0.40117,1.09851,0.00161749,0.00161749,0.00161749
11,36.5625,0.78677,0.42031,1.08551,0.87548,0.80155,0.87806,0.69693,0.88948,0.85296,1.22012,0.00161199,0.00161199,0.00161199
12,39.8333,0.78405,0.39992,1.08516,0.984,0.95565,0.99063,0.7593,0.92762,0.43488,1.188,0.00160649,0.00160649,0.00160649
13,43.0787,0.79453,0.41012,1.1022,0.99372,0.98654,0.99476,0.80421,0.781,0.38198,1.09244,0.00160099,0.00160099,0.00160099
14,46.3471,0.77198,0.38997,1.09686,0.99451,0.97177,0.99359,0.78594,0.86368,0.4016,1.1313,0.00159549,0.00159549,0.00159549
