Epoch 1: Loss = 16747.8852, NME = 0.0623, Pixel Error = 940.4541
Epoch 2: Loss = 13690.4113, NME = 0.0771, Pixel Error = 1133.3504
Epoch 3: Loss = 8373.8720, NME = 0.0618, Pixel Error = 903.2648
Epoch 4: Loss = 1402.3671, NME = 0.0215, Pixel Error = 323.0575
Epoch 5: Loss = 960.9668, NME = 0.0184, Pixel Error = 259.4389
Epoch 6: Loss = 468.3221, NME = 0.0122, Pixel Error = 178.2075
Epoch 7: Loss = 236.8516, NME = 0.0088, Pixel Error = 130.8780
Epoch 8: Loss = 284.5032, NME = 0.0095, Pixel Error = 143.8453
Epoch 9: Loss = 176.4277, NME = 0.0080, Pixel Error = 119.3483
Epoch 10: Loss = 192.0828, NME = 0.0082, Pixel Error = 119.4295
Epoch 11: Loss = 232.7347, NME = 0.0082, Pixel Error = 121.6887
Epoch 12: Loss = 188.9453, NME = 0.0075, Pixel Error = 111.8620
Epoch 13: Loss = 177.5241, NME = 0.0075, Pixel Error = 109.3006
Epoch 14: Loss = 220.2466, NME = 0.0079, Pixel Error = 116.2827
Epoch 15: Loss = 174.8856, NME = 0.0076, Pixel Error = 113.5389
Epoch 16: Loss = 151.2578, NME = 0.0072, Pixel Error = 106.1549
Epoch 17: Loss = 172.1644, NME = 0.0078, Pixel Error = 113.2749
Epoch 18: Loss = 158.7662, NME = 0.0073, Pixel Error = 107.2442
Epoch 19: Loss = 148.3634, NME = 0.0069, Pixel Error = 102.0900
Epoch 20: Loss = 135.7888, NME = 0.0068, Pixel Error = 100.9616
Epoch 21: Loss = 152.1749, NME = 0.0068, Pixel Error = 100.6846
Epoch 22: Loss = 164.0329, NME = 0.0072, Pixel Error = 106.4092
Epoch 23: Loss = 138.4809, NME = 0.0068, Pixel Error = 101.3566
Epoch 24: Loss = 127.8005, NME = 0.0065, Pixel Error = 95.0193
Epoch 25: Loss = 130.6738, NME = 0.0068, Pixel Error = 99.5590
Epoch 26: Loss = 150.6576, NME = 0.0069, Pixel Error = 103.3023
Epoch 27: Loss = 152.4912, NME = 0.0073, Pixel Error = 108.3408
Epoch 28: Loss = 134.2782, NME = 0.0068, Pixel Error = 99.2788
Epoch 29: Loss = 122.1898, NME = 0.0064, Pixel Error = 93.3609
Epoch 30: Loss = 130.1179, NME = 0.0067, Pixel Error = 97.1323
Epoch 31: Loss = 119.2221, NME = 0.0063, Pixel Error = 93.6242
Epoch 32: Loss = 143.8738, NME = 0.0067, Pixel Error = 98.2447
Epoch 33: Loss = 121.0062, NME = 0.0064, Pixel Error = 94.1705
Epoch 34: Loss = 128.1174, NME = 0.0063, Pixel Error = 93.8620
Epoch 35: Loss = 130.0463, NME = 0.0062, Pixel Error = 93.9562
Epoch 36: Loss = 127.6831, NME = 0.0063, Pixel Error = 93.9430
Epoch 37: Loss = 142.0666, NME = 0.0070, Pixel Error = 102.8101
Epoch 38: Loss = 108.7374, NME = 0.0062, Pixel Error = 91.8773
Epoch 39: Loss = 137.5333, NME = 0.0065, Pixel Error = 96.7716
Epoch 40: Loss = 151.8320, NME = 0.0068, Pixel Error = 100.2261
Epoch 41: Loss = 153.6587, NME = 0.0072, Pixel Error = 108.4657
Epoch 42: Loss = 137.5761, NME = 0.0066, Pixel Error = 98.3225
Epoch 43: Loss = 133.6551, NME = 0.0066, Pixel Error = 97.9905
Epoch 44: Loss = 121.3732, NME = 0.0065, Pixel Error = 95.9715
Epoch 45: Loss = 134.6684, NME = 0.0065, Pixel Error = 98.6610
Epoch 46: Loss = 132.4301, NME = 0.0064, Pixel Error = 95.7758
Epoch 47: Loss = 122.7544, NME = 0.0066, Pixel Error = 96.7878
Epoch 48: Loss = 139.6654, NME = 0.0063, Pixel Error = 94.6085
Epoch 49: Loss = 128.7053, NME = 0.0062, Pixel Error = 94.2766
Epoch 50: Loss = 151.8269, NME = 0.0069, Pixel Error = 101.2181
Epoch 51: Loss = 150.9679, NME = 0.0072, Pixel Error = 105.6021
Epoch 52: Loss = 112.8458, NME = 0.0063, Pixel Error = 94.2790
Epoch 53: Loss = 125.4029, NME = 0.0062, Pixel Error = 92.2676
Epoch 54: Loss = 129.9382, NME = 0.0063, Pixel Error = 94.6288
Epoch 55: Loss = 104.1170, NME = 0.0060, Pixel Error = 87.2834
Epoch 56: Loss = 116.3749, NME = 0.0063, Pixel Error = 93.6469
Epoch 57: Loss = 104.8332, NME = 0.0058, Pixel Error = 87.3726
Epoch 58: Loss = 99.4673, NME = 0.0057, Pixel Error = 80.7695
Epoch 59: Loss = 102.5387, NME = 0.0058, Pixel Error = 85.5385
Epoch 60: Loss = 107.8581, NME = 0.0059, Pixel Error = 88.3565
Epoch 61: Loss = 103.7541, NME = 0.0059, Pixel Error = 86.1736
Epoch 62: Loss = 85.6815, NME = 0.0053, Pixel Error = 78.8980
Epoch 63: Loss = 77.6188, NME = 0.0052, Pixel Error = 75.7619
Epoch 64: Loss = 94.5391, NME = 0.0053, Pixel Error = 78.5528
Epoch 65: Loss = 95.1984, NME = 0.0055, Pixel Error = 82.7533
Epoch 66: Loss = 79.0825, NME = 0.0053, Pixel Error = 77.5459
Epoch 67: Loss = 68.3304, NME = 0.0048, Pixel Error = 71.5627
Epoch 68: Loss = 87.9257, NME = 0.0052, Pixel Error = 77.5262
Epoch 69: Loss = 59.6691, NME = 0.0047, Pixel Error = 67.4930
