epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,1202.1,0.55472,0.27535,0.86386,0.99868,1,0.995,0.82322,0.80749,0.33803,0.95553,0.00111689,0.00111689,0.00111689
102,1211.63,0.54963,0.27702,0.86143,0.9986,1,0.995,0.83971,0.72474,0.3295,0.93888,0.00111139,0.00111139,0.00111139
103,1222.56,0.54223,0.27589,0.84931,0.99846,1,0.995,0.85897,0.68749,0.30566,0.9141,0.00110589,0.00110589,0.00110589
104,1234.09,0.52714,0.27197,0.85774,0.99787,1,0.995,0.84824,0.70517,0.31411,0.92505,0.00110039,0.00110039,0.00110039
105,1243.93,0.53475,0.26622,0.85517,0.99705,1,0.995,0.84535,0.70427,0.31808,0.92993,0.00109489,0.00109489,0.00109489
106,1255.72,0.54674,0.27369,0.85958,0.99859,1,0.995,0.80814,0.85569,0.3358,0.98313,0.00108938,0.00108938,0.00108938
107,1268.28,0.5324,0.27268,0.86394,0.99853,1,0.995,0.84957,0.73076,0.3198,0.92965,0.00108388,0.00108388,0.00108388
108,1279.17,0.51975,0.26526,0.84562,0.99845,1,0.995,0.85683,0.6617,0.30226,0.89991,0.00107838,0.00107838,0.00107838
109,1289.04,0.48611,0.25878,0.83875,0.99812,1,0.995,0.85727,0.65375,0.30696,0.89975,0.00107288,0.00107288,0.00107288
110,1298.48,0.50892,0.26561,0.84338,0.99826,1,0.995,0.85416,0.68445,0.3036,0.91293,0.00106738,0.00106738,0.00106738
111,1306.13,0.51836,0.26702,0.85312,0.99851,1,0.995,0.85266,0.71606,0.31206,0.92709,0.00106188,0.00106188,0.00106188
112,1315.65,0.49633,0.25738,0.85037,0.99623,0.99199,0.995,0.83665,0.72756,0.31082,0.93118,0.00105638,0.00105638,0.00105638
113,1325.51,0.50558,0.25652,0.84669,0.99712,1,0.995,0.82387,0.7948,0.32573,0.95692,0.00105088,0.00105088,0.00105088
114,1333.34,0.51204,0.25274,0.85172,0.99851,1,0.995,0.82909,0.79603,0.32756,0.94875,0.00104538,0.00104538,0.00104538
115,1343,0.51289,0.2581,0.85007,0.99837,1,0.995,0.85953,0.64303,0.2926,0.91497,0.00103987,0.00103987,0.00103987
116,1352.81,0.49408,0.25363,0.84134,0.99884,1,0.995,0.87524,0.62922,0.2841,0.89301,0.00103437,0.00103437,0.00103437
117,1362.51,0.49432,0.25301,0.84589,0.99897,1,0.995,0.85662,0.67827,0.29785,0.90707,0.00102887,0.00102887,0.00102887
118,1372.88,0.48451,0.24988,0.83237,0.99835,1,0.995,0.84793,0.70042,0.29242,0.91186,0.00102337,0.00102337,0.00102337
119,1384.99,0.49146,0.24906,0.84609,0.99817,1,0.995,0.85224,0.6883,0.29095,0.92316,0.00101787,0.00101787,0.00101787
120,1395.17,0.4771,0.24561,0.84128,0.99868,1,0.995,0.84232,0.69941,0.29965,0.92136,0.00101237,0.00101237,0.00101237
121,1406.9,0.47412,0.24644,0.83277,0.99889,1,0.995,0.8603,0.6633,0.29808,0.91975,0.00100687,0.00100687,0.00100687
122,1419.02,0.48714,0.2498,0.83456,0.99874,1,0.995,0.86134,0.64961,0.29046,0.91666,0.00100137,0.00100137,0.00100137
123,1429.08,0.47917,0.24322,0.83714,0.99899,1,0.995,0.85588,0.64244,0.2908,0.91004,0.000995866,0.000995866,0.000995866
124,1441.65,0.48715,0.24512,0.83353,0.99884,1,0.995,0.87737,0.60401,0.29057,0.89472,0.000990365,0.000990365,0.000990365
125,1452.03,0.48233,0.24898,0.83458,0.99876,1,0.995,0.84145,0.7191,0.30371,0.93086,0.000984864,0.000984864,0.000984864
126,1464.32,0.4823,0.24304,0.83787,0.99874,1,0.995,0.87036,0.61651,0.27608,0.89522,0.000979362,0.000979362,0.000979362
127,1476.4,0.47805,0.24535,0.83952,0.99888,1,0.995,0.8645,0.62335,0.28379,0.90125,0.000973861,0.000973861,0.000973861
128,1486.11,0.4626,0.24153,0.83,0.9989,1,0.995,0.84629,0.67518,0.28573,0.93336,0.00096836,0.00096836,0.00096836
129,1497.76,0.45509,0.24191,0.83247,0.99869,1,0.995,0.87976,0.60817,0.27312,0.91757,0.000962859,0.000962859,0.000962859
130,1510.2,0.47502,0.24595,0.84813,0.9983,1,0.995,0.87471,0.65056,0.28463,0.93371,0.000957358,0.000957358,0.000957358
131,1521.03,0.46297,0.24613,0.83716,0.99882,1,0.995,0.85705,0.67355,0.28833,0.93901,0.000951857,0.000951857,0.000951857
