epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.0657,1.71113,2.41308,1.97407,0.00507,0.40179,0.00361,0.00231,1.63858,138.358,1.88072,0.000545744,0.000545744,0.000545744
2,27.2796,0.93133,0.62239,1.22534,0.101,0.09821,0.0264,0.01975,3.31448,240.115,5.92502,0.00109778,0.00109778,0.00109778
3,40.1483,0.92301,0.59572,1.21315,0.80264,0.35347,0.52624,0.30512,1.43635,2.73616,1.66387,0.00164614,0.00164614,0.00164614
4,51.8609,0.94509,0.59555,1.26581,0.52992,0.53571,0.49786,0.18911,2.1301,2.3107,2.12181,0.0016505,0.0016505,0.0016505
5,64.3988,0.86268,0.50648,1.18235,0.97455,0.98214,0.99134,0.73353,0.99722,0.99286,1.29076,0.001645,0.001645,0.001645
6,76.2123,0.85482,0.47466,1.19182,0.9309,0.87188,0.95685,0.70282,1.04015,1.44365,1.25998,0.00163949,0.00163949,0.00163949
7,87.7944,0.84708,0.45592,1.17095,0.94334,0.94307,0.96705,0.67755,1.17024,0.63299,1.37153,0.00163399,0.00163399,0.00163399
8,101.583,0.87049,0.46804,1.17603,0.99138,0.98359,0.99013,0.76083,0.88823,0.48604,1.17532,0.00162849,0.00162849,0.00162849
9,113.544,0.80895,0.4266,1.12966,0.96546,0.9821,0.99269,0.75758,0.90693,0.69705,1.15882,0.00162299,0.00162299,0.00162299
10,125.146,0.83444,0.44118,1.12859,0.98829,0.76521,0.8249,0.63991,0.98749,0.97984,1.26942,0.00161749,0.00161749,0.00161749
11,137.674,0.80224,0.42517,1.12173,0.98853,0.98214,0.99351,0.7728,0.84812,0.41442,1.11321,0.00161199,0.00161199,0.00161199
12,149.626,0.78393,0.41077,1.10158,0.99202,0.99806,0.995,0.77669,0.86398,0.39344,1.13112,0.00160649,0.00160649,0.00160649
13,161.238,0.78247,0.40324,1.09402,0.99555,0.99107,0.99354,0.78249,0.86427,0.41444,1.11386,0.00160099,0.00160099,0.00160099
14,173.216,0.75577,0.39399,1.0787,0.99645,0.99107,0.99444,0.84433,0.68362,0.37019,1.00842,0.00159549,0.00159549,0.00159549
15,186.153,0.74543,0.38774,1.0895,0.99748,0.99107,0.99267,0.79403,0.82405,0.41454,1.09365,0.00158998,0.00158998,0.00158998
