epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.0325,1.52394,1.81169,1.82972,0.96251,0.97586,0.9856,0.73783,0.94787,0.92923,1.23483,0.000546847,0.000546847,0.000546847
2,9.35261,0.98679,0.6271,1.25227,0.86242,0.76727,0.9339,0.68841,1.0003,1.21198,1.31794,0.00109887,0.00109887,0.00109887
3,13.106,0.91709,0.56133,1.21596,0.95733,0.89907,0.96551,0.74695,0.834,1.17622,1.18247,0.00164724,0.00164724,0.00164724
4,16.3771,0.91658,0.52324,1.19537,0.96973,0.976,0.99026,0.76376,0.90489,0.66057,1.25281,0.0016505,0.0016505,0.0016505
5,19.6137,0.89967,0.52758,1.20092,0.96338,0.93061,0.97234,0.71595,0.969,0.72086,1.24445,0.001645,0.001645,0.001645
6,22.8391,0.87135,0.48029,1.15896,0.97031,0.97129,0.99116,0.81132,0.75384,0.53294,1.07209,0.00163949,0.00163949,0.00163949
7,26.0849,0.85358,0.45718,1.15517,0.92719,0.96,0.99168,0.79359,0.77798,0.51863,1.06587,0.00163399,0.00163399,0.00163399
8,29.3028,0.83088,0.45292,1.14214,0.99487,0.96669,0.98868,0.80923,0.76379,0.44152,1.07264,0.00162849,0.00162849,0.00162849
9,32.539,0.84663,0.453,1.13876,0.984,0.9738,0.99439,0.79121,0.85682,0.47333,1.1227,0.00162299,0.00162299,0.00162299
10,35.7545,0.79598,0.41876,1.10598,0.98472,0.996,0.99444,0.7621,0.95111,0.419,1.17853,0.00161749,0.00161749,0.00161749
11,38.9944,0.79074,0.40123,1.0968,0.93551,0.94087,0.9703,0.73931,1.00483,0.58972,1.23835,0.00161199,0.00161199,0.00161199
12,42.2354,0.79291,0.4238,1.09261,0.99899,0.992,0.995,0.77404,0.91784,0.41327,1.16228,0.00160649,0.00160649,0.00160649
13,45.4663,0.78508,0.40949,1.0986,0.99629,0.992,0.99496,0.84406,0.67266,0.37159,1.01994,0.00160099,0.00160099,0.00160099
14,48.7215,0.79394,0.41686,1.11132,0.98414,0.97759,0.99173,0.78692,0.82672,0.43187,1.10635,0.00159549,0.00159549,0.00159549
15,52.7256,0.78197,0.41145,1.09591,0.99129,0.98118,0.99332,0.80328,0.78709,0.40802,1.0669,0.00158998,0.00158998,0.00158998
16,55.9848,0.77238,0.3948,1.09468,0.98873,0.98738,0.99217,0.80464,0.80095,0.38823,1.06951,0.00158448,0.00158448,0.00158448
17,59.2688,0.76138,0.38345,1.08255,0.9959,0.99923,0.995,0.83602,0.70179,0.34124,1.01755,0.00157898,0.00157898,0.00157898
18,63.0231,0.72775,0.37584,1.06283,0.99554,0.9871,0.99325,0.75504,0.90988,0.39162,1.1549,0.00157348,0.00157348,0.00157348
19,66.2895,0.74801,0.3814,1.07499,0.99388,0.988,0.99427,0.81892,0.76389,0.35135,1.0559,0.00156798,0.00156798,0.00156798
20,69.5323,0.73614,0.36898,1.07611,0.9932,0.976,0.98853,0.79317,0.7599,0.38905,1.03904,0.00156248,0.00156248,0.00156248
21,72.8414,0.76641,0.39142,1.07976,0.999,0.99181,0.9944,0.81649,0.8056,0.37142,1.06375,0.00155698,0.00155698,0.00155698
22,77.3601,0.78881,0.37222,1.0741,0.98792,0.98894,0.99492,0.77855,0.91346,0.39253,1.11287,0.00155148,0.00155148,0.00155148
