Epoch 1: Loss = 7357.1079, NME = 0.0508, Pixel Error = 758.8033
Epoch 2: Loss = 882.1397, NME = 0.0173, Pixel Error = 253.9297
Epoch 3: Loss = 678.4634, NME = 0.0135, Pixel Error = 191.6532
Epoch 4: Loss = 517.1769, NME = 0.0131, Pixel Error = 189.7871
Epoch 5: Loss = 375.3005, NME = 0.0111, Pixel Error = 157.9296
Epoch 6: Loss = 324.0381, NME = 0.0101, Pixel Error = 150.1694
Epoch 7: Loss = 263.5615, NME = 0.0090, Pixel Error = 129.8795
Epoch 8: Loss = 177.6542, NME = 0.0077, Pixel Error = 110.7180
Epoch 9: Loss = 183.6519, NME = 0.0078, Pixel Error = 113.9797
Epoch 10: Loss = 170.9995, NME = 0.0074, Pixel Error = 107.9267
Epoch 11: Loss = 234.1504, NME = 0.0091, Pixel Error = 132.0002
Epoch 12: Loss = 218.5352, NME = 0.0086, Pixel Error = 128.0772
Epoch 13: Loss = 135.6716, NME = 0.0068, Pixel Error = 100.9381
Epoch 14: Loss = 180.6191, NME = 0.0077, Pixel Error = 111.9870
Epoch 15: Loss = 181.9662, NME = 0.0078, Pixel Error = 111.6727
Epoch 16: Loss = 147.1215, NME = 0.0071, Pixel Error = 103.0836
Epoch 17: Loss = 127.3993, NME = 0.0066, Pixel Error = 95.3642
Epoch 18: Loss = 147.3547, NME = 0.0070, Pixel Error = 102.1529
Epoch 19: Loss = 123.3665, NME = 0.0064, Pixel Error = 93.9337
Epoch 20: Loss = 148.3016, NME = 0.0072, Pixel Error = 103.9896
Epoch 21: Loss = 182.7649, NME = 0.0078, Pixel Error = 116.5284
Epoch 22: Loss = 157.1086, NME = 0.0074, Pixel Error = 105.5505
Epoch 23: Loss = 141.1921, NME = 0.0069, Pixel Error = 100.0700
Epoch 24: Loss = 125.5968, NME = 0.0065, Pixel Error = 94.9608
Epoch 25: Loss = 108.7319, NME = 0.0061, Pixel Error = 88.0404
Epoch 26: Loss = 109.0648, NME = 0.0061, Pixel Error = 88.2723
Epoch 27: Loss = 89.7169, NME = 0.0054, Pixel Error = 77.5303
Epoch 28: Loss = 85.7154, NME = 0.0053, Pixel Error = 76.4271
Epoch 29: Loss = 83.7286, NME = 0.0053, Pixel Error = 76.6113
Epoch 30: Loss = 91.6636, NME = 0.0056, Pixel Error = 79.3143
Epoch 31: Loss = 105.8511, NME = 0.0060, Pixel Error = 87.2604
Epoch 32: Loss = 100.0467, NME = 0.0059, Pixel Error = 83.1484
Epoch 33: Loss = 105.6019, NME = 0.0062, Pixel Error = 86.9422
Epoch 34: Loss = 89.5114, NME = 0.0055, Pixel Error = 78.7765
Epoch 35: Loss = 104.1609, NME = 0.0059, Pixel Error = 86.4491
Epoch 36: Loss = 84.6161, NME = 0.0055, Pixel Error = 80.1119
Epoch 37: Loss = 75.3820, NME = 0.0050, Pixel Error = 72.0232
Epoch 38: Loss = 79.2154, NME = 0.0053, Pixel Error = 75.2446
Epoch 39: Loss = 84.0789, NME = 0.0054, Pixel Error = 80.3434
Epoch 40: Loss = 55.6135, NME = 0.0044, Pixel Error = 61.4189
Epoch 41: Loss = 69.9658, NME = 0.0049, Pixel Error = 67.2458
Epoch 42: Loss = 91.9571, NME = 0.0056, Pixel Error = 79.6752
Epoch 43: Loss = 86.3753, NME = 0.0055, Pixel Error = 77.5757
Epoch 44: Loss = 65.7060, NME = 0.0047, Pixel Error = 67.6137
Epoch 45: Loss = 86.6848, NME = 0.0055, Pixel Error = 77.7404
Epoch 46: Loss = 146.6083, NME = 0.0073, Pixel Error = 103.8277
Epoch 47: Loss = 89.8348, NME = 0.0056, Pixel Error = 80.3848
Epoch 48: Loss = 65.1062, NME = 0.0047, Pixel Error = 65.7403
Epoch 49: Loss = 60.9280, NME = 0.0046, Pixel Error = 64.4698
Epoch 50: Loss = 53.8854, NME = 0.0043, Pixel Error = 61.3796
Epoch 51: Loss = 79.4715, NME = 0.0054, Pixel Error = 77.0525
Epoch 52: Loss = 90.6526, NME = 0.0057, Pixel Error = 81.4171
Epoch 53: Loss = 61.4698, NME = 0.0046, Pixel Error = 65.8964
Epoch 54: Loss = 105.2574, NME = 0.0061, Pixel Error = 86.4286
Epoch 55: Loss = 101.1370, NME = 0.0060, Pixel Error = 87.3718
Epoch 56: Loss = 93.0384, NME = 0.0057, Pixel Error = 81.0804
Epoch 57: Loss = 60.1333, NME = 0.0046, Pixel Error = 63.0281
Epoch 58: Loss = 58.9850, NME = 0.0046, Pixel Error = 65.2150
Epoch 59: Loss = 64.7222, NME = 0.0048, Pixel Error = 69.5335
Epoch 60: Loss = 70.9039, NME = 0.0050, Pixel Error = 71.4905
Epoch 61: Loss = 71.5905, NME = 0.0051, Pixel Error = 71.6812
Epoch 62: Loss = 74.1002, NME = 0.0051, Pixel Error = 75.0532
Epoch 63: Loss = 61.6514, NME = 0.0047, Pixel Error = 68.2347
Epoch 64: Loss = 38.9916, NME = 0.0037, Pixel Error = 51.6747
Epoch 65: Loss = 40.8860, NME = 0.0037, Pixel Error = 52.2102
Epoch 66: Loss = 49.6848, NME = 0.0041, Pixel Error = 58.7676
Epoch 67: Loss = 37.4943, NME = 0.0036, Pixel Error = 49.7566
