Epoch 1: Loss = 44619.2105, NME = 0.4850, Pixel Error = 285.7096, Val Loss = 44978.9043, Val NME = 0.4887, Val Pixel Error = 285.0384
Epoch 2: Loss = 44198.8196, NME = 0.4828, Pixel Error = 284.3703, Val Loss = 44978.7451, Val NME = 0.4883, Val Pixel Error = 284.8225
Epoch 3: Loss = 43619.0492, NME = 0.4796, Pixel Error = 282.6165, Val Loss = 42379.6992, Val NME = 0.4740, Val Pixel Error = 276.5697
Epoch 4: Loss = 42773.7806, NME = 0.4749, Pixel Error = 279.9214, Val Loss = 41736.6152, Val NME = 0.4710, Val Pixel Error = 274.5809
Epoch 5: Loss = 41655.2842, NME = 0.4686, Pixel Error = 276.1440, Val Loss = 40102.6338, Val NME = 0.4615, Val Pixel Error = 269.0781
Epoch 6: Loss = 40315.6137, NME = 0.4609, Pixel Error = 271.5752, Val Loss = 38007.3359, Val NME = 0.4491, Val Pixel Error = 261.6511
Epoch 7: Loss = 38586.8072, NME = 0.4507, Pixel Error = 265.5338, Val Loss = 37710.3857, Val NME = 0.4473, Val Pixel Error = 260.7378
Epoch 8: Loss = 36843.2187, NME = 0.4402, Pixel Error = 259.3206, Val Loss = 36517.0293, Val NME = 0.4398, Val Pixel Error = 256.3248
Epoch 9: Loss = 34855.3972, NME = 0.4278, Pixel Error = 252.0334, Val Loss = 34156.3408, Val NME = 0.4249, Val Pixel Error = 247.5462
Epoch 10: Loss = 32788.6335, NME = 0.4145, Pixel Error = 244.2732, Val Loss = 31900.1069, Val NME = 0.4106, Val Pixel Error = 239.4199
Epoch 11: Loss = 30532.7682, NME = 0.3997, Pixel Error = 235.4047, Val Loss = 30023.5688, Val NME = 0.3978, Val Pixel Error = 231.6825
Epoch 12: Loss = 28246.9259, NME = 0.3840, Pixel Error = 226.1456, Val Loss = 26679.1978, Val NME = 0.3746, Val Pixel Error = 218.2318
Epoch 13: Loss = 25857.4428, NME = 0.3669, Pixel Error = 216.0577, Val Loss = 24899.4624, Val NME = 0.3613, Val Pixel Error = 210.6201
Epoch 14: Loss = 23368.9864, NME = 0.3481, Pixel Error = 205.0164, Val Loss = 21561.7886, Val NME = 0.3355, Val Pixel Error = 195.4287
Epoch 15: Loss = 20870.8193, NME = 0.3282, Pixel Error = 193.3220, Val Loss = 19615.2178, Val NME = 0.3189, Val Pixel Error = 185.7486
Epoch 16: Loss = 18503.3202, NME = 0.3083, Pixel Error = 181.5524, Val Loss = 17010.3018, Val NME = 0.2963, Val Pixel Error = 172.5279
Epoch 17: Loss = 16066.9953, NME = 0.2863, Pixel Error = 168.5774, Val Loss = 15043.0383, Val NME = 0.2778, Val Pixel Error = 161.8532
Epoch 18: Loss = 13744.3212, NME = 0.2637, Pixel Error = 155.2780, Val Loss = 11691.2129, Val NME = 0.2434, Val Pixel Error = 141.8340
Epoch 19: Loss = 11457.4943, NME = 0.2395, Pixel Error = 141.0089, Val Loss = 10485.1548, Val NME = 0.2294, Val Pixel Error = 133.3909
Epoch 20: Loss = 9357.4916, NME = 0.2150, Pixel Error = 126.5740, Val Loss = 8409.1907, Val NME = 0.2044, Val Pixel Error = 118.9049
Epoch 21: Loss = 7435.0157, NME = 0.1899, Pixel Error = 111.8578, Val Loss = 6482.0055, Val NME = 0.1773, Val Pixel Error = 103.3646
Epoch 22: Loss = 5664.1897, NME = 0.1639, Pixel Error = 96.5163, Val Loss = 4675.2628, Val NME = 0.1479, Val Pixel Error = 85.8594
Epoch 23: Loss = 4117.7180, NME = 0.1377, Pixel Error = 81.0306, Val Loss = 3150.2738, Val NME = 0.1199, Val Pixel Error = 69.6701
Epoch 24: Loss = 2810.1281, NME = 0.1128, Pixel Error = 66.3026, Val Loss = 2130.3146, Val NME = 0.0982, Val Pixel Error = 57.0120
Epoch 25: Loss = 1756.8088, NME = 0.0894, Pixel Error = 52.4702, Val Loss = 1277.7424, Val NME = 0.0752, Val Pixel Error = 43.5156
Epoch 26: Loss = 971.0456, NME = 0.0668, Pixel Error = 39.1063, Val Loss = 693.2390, Val NME = 0.0564, Val Pixel Error = 32.5163
Epoch 27: Loss = 460.6160, NME = 0.0457, Pixel Error = 26.6981, Val Loss = 190.4442, Val NME = 0.0302, Val Pixel Error = 17.3606
Epoch 28: Loss = 196.8495, NME = 0.0293, Pixel Error = 17.0866, Val Loss = 105.7886, Val NME = 0.0212, Val Pixel Error = 12.1794
Epoch 29: Loss = 106.4727, NME = 0.0216, Pixel Error = 12.6214, Val Loss = 72.8978, Val NME = 0.0177, Val Pixel Error = 10.0419
Epoch 30: Loss = 72.0639, NME = 0.0179, Pixel Error = 10.4339, Val Loss = 55.5060, Val NME = 0.0156, Val Pixel Error = 8.7494
Epoch 31: Loss = 60.7132, NME = 0.0165, Pixel Error = 9.6008, Val Loss = 38.2069, Val NME = 0.0129, Val Pixel Error = 7.4322
Epoch 32: Loss = 54.2564, NME = 0.0156, Pixel Error = 9.1356, Val Loss = 38.2586, Val NME = 0.0130, Val Pixel Error = 7.4830
Epoch 33: Loss = 51.9021, NME = 0.0152, Pixel Error = 8.9040, Val Loss = 35.5709, Val NME = 0.0126, Val Pixel Error = 7.2535
Epoch 34: Loss = 49.1356, NME = 0.0148, Pixel Error = 8.7090, Val Loss = 34.1506, Val NME = 0.0123, Val Pixel Error = 6.9890
Epoch 35: Loss = 50.2526, NME = 0.0150, Pixel Error = 8.7937, Val Loss = 58.1712, Val NME = 0.0161, Val Pixel Error = 8.9927
Epoch 36: Loss = 45.8299, NME = 0.0144, Pixel Error = 8.4282, Val Loss = 32.9600, Val NME = 0.0120, Val Pixel Error = 6.8828
Epoch 37: Loss = 42.3618, NME = 0.0138, Pixel Error = 8.0886, Val Loss = 27.3687, Val NME = 0.0112, Val Pixel Error = 6.4397
Epoch 38: Loss = 42.2924, NME = 0.0138, Pixel Error = 8.1217, Val Loss = 31.0964, Val NME = 0.0118, Val Pixel Error = 6.7540
Epoch 39: Loss = 41.0125, NME = 0.0136, Pixel Error = 7.9958, Val Loss = 27.5914, Val NME = 0.0112, Val Pixel Error = 6.4221
Epoch 40: Loss = 40.2439, NME = 0.0135, Pixel Error = 7.9069, Val Loss = 32.1526, Val NME = 0.0121, Val Pixel Error = 6.9581
Epoch 41: Loss = 39.5419, NME = 0.0133, Pixel Error = 7.7987, Val Loss = 28.9890, Val NME = 0.0117, Val Pixel Error = 6.7219
Epoch 42: Loss = 39.1023, NME = 0.0133, Pixel Error = 7.8076, Val Loss = 26.0042, Val NME = 0.0109, Val Pixel Error = 6.2833
Epoch 43: Loss = 36.4539, NME = 0.0129, Pixel Error = 7.5436, Val Loss = 32.2060, Val NME = 0.0119, Val Pixel Error = 6.8706
Epoch 44: Loss = 38.1197, NME = 0.0131, Pixel Error = 7.6668, Val Loss = 28.9325, Val NME = 0.0114, Val Pixel Error = 6.6522
Epoch 45: Loss = 37.5449, NME = 0.0130, Pixel Error = 7.6694, Val Loss = 31.1357, Val NME = 0.0119, Val Pixel Error = 6.8922
Epoch 46: Loss = 36.4986, NME = 0.0128, Pixel Error = 7.5250, Val Loss = 29.1966, Val NME = 0.0114, Val Pixel Error = 6.5231
Epoch 47: Loss = 41.4476, NME = 0.0137, Pixel Error = 8.0564, Val Loss = 31.0749, Val NME = 0.0119, Val Pixel Error = 6.8905
Epoch 48: Loss = 38.0195, NME = 0.0131, Pixel Error = 7.6732, Val Loss = 29.5051, Val NME = 0.0114, Val Pixel Error = 6.5179
Epoch 49: Loss = 35.8821, NME = 0.0127, Pixel Error = 7.4414, Val Loss = 28.0167, Val NME = 0.0111, Val Pixel Error = 6.4087
Epoch 50: Loss = 35.9430, NME = 0.0127, Pixel Error = 7.4821, Val Loss = 29.9670, Val NME = 0.0116, Val Pixel Error = 6.6746
Epoch 51: Loss = 32.6509, NME = 0.0122, Pixel Error = 7.1566, Val Loss = 31.6579, Val NME = 0.0118, Val Pixel Error = 6.8352
Epoch 52: Loss = 35.1240, NME = 0.0126, Pixel Error = 7.3737, Val Loss = 29.6818, Val NME = 0.0117, Val Pixel Error = 6.8317
Epoch 53: Loss = 35.8309, NME = 0.0127, Pixel Error = 7.4411, Val Loss = 26.5074, Val NME = 0.0110, Val Pixel Error = 6.3179
Epoch 54: Loss = 35.2553, NME = 0.0126, Pixel Error = 7.3990, Val Loss = 27.5799, Val NME = 0.0110, Val Pixel Error = 6.4342
Epoch 55: Loss = 35.5891, NME = 0.0126, Pixel Error = 7.4030, Val Loss = 27.0103, Val NME = 0.0109, Val Pixel Error = 6.2833
