Epoch 1: Loss = 3.9387, NME = 0.0699, Pixel Error = 81.4446, Val Loss = 3.1405, Val NME = 0.0576, Val Pixel Error = 64.9489
Epoch 2: Loss = 2.5840, NME = 0.0390, Pixel Error = 45.1841, Val Loss = 1.8373, Val NME = 0.0209, Val Pixel Error = 23.3734
Epoch 3: Loss = 1.9905, NME = 0.0227, Pixel Error = 26.4915, Val Loss = 1.6734, Val NME = 0.0158, Val Pixel Error = 18.1277
Epoch 4: Loss = 1.8212, NME = 0.0192, Pixel Error = 22.5094, Val Loss = 1.5071, Val NME = 0.0131, Val Pixel Error = 15.0665
Epoch 5: Loss = 1.5650, NME = 0.0142, Pixel Error = 16.5415, Val Loss = 1.2637, Val NME = 0.0105, Val Pixel Error = 12.0870
Epoch 6: Loss = 1.3137, NME = 0.0109, Pixel Error = 12.6207, Val Loss = 1.1042, Val NME = 0.0091, Val Pixel Error = 10.4378
Epoch 7: Loss = 1.1131, NME = 0.0089, Pixel Error = 10.3510, Val Loss = 0.9679, Val NME = 0.0080, Val Pixel Error = 9.0636
Epoch 8: Loss = 0.9766, NME = 0.0077, Pixel Error = 8.9405, Val Loss = 0.8197, Val NME = 0.0066, Val Pixel Error = 7.4411
Epoch 9: Loss = 0.8731, NME = 0.0069, Pixel Error = 8.0556, Val Loss = 0.7435, Val NME = 0.0060, Val Pixel Error = 6.8655
Epoch 10: Loss = 0.7909, NME = 0.0063, Pixel Error = 7.3671, Val Loss = 0.7820, Val NME = 0.0064, Val Pixel Error = 7.2306
Epoch 11: Loss = 0.7233, NME = 0.0058, Pixel Error = 6.7962, Val Loss = 0.6627, Val NME = 0.0054, Val Pixel Error = 6.1992
Epoch 12: Loss = 0.6724, NME = 0.0055, Pixel Error = 6.4199, Val Loss = 0.6737, Val NME = 0.0056, Val Pixel Error = 6.4389
Epoch 13: Loss = 0.6328, NME = 0.0052, Pixel Error = 6.0696, Val Loss = 0.6591, Val NME = 0.0055, Val Pixel Error = 6.2293
Epoch 14: Loss = 0.5875, NME = 0.0049, Pixel Error = 5.7378, Val Loss = 0.6924, Val NME = 0.0055, Val Pixel Error = 6.3634
Epoch 15: Loss = 0.5590, NME = 0.0047, Pixel Error = 5.4916, Val Loss = 0.6720, Val NME = 0.0054, Val Pixel Error = 6.2529
Epoch 16: Loss = 0.5312, NME = 0.0045, Pixel Error = 5.2827, Val Loss = 0.6899, Val NME = 0.0054, Val Pixel Error = 6.2128
Epoch 17: Loss = 0.4997, NME = 0.0043, Pixel Error = 4.9951, Val Loss = 0.7122, Val NME = 0.0055, Val Pixel Error = 6.3156
Epoch 18: Loss = 0.4746, NME = 0.0041, Pixel Error = 4.8034, Val Loss = 0.6985, Val NME = 0.0054, Val Pixel Error = 6.1755
Epoch 19: Loss = 0.4621, NME = 0.0040, Pixel Error = 4.7236, Val Loss = 0.6997, Val NME = 0.0054, Val Pixel Error = 6.0822
Epoch 20: Loss = 0.4390, NME = 0.0039, Pixel Error = 4.5303, Val Loss = 0.6925, Val NME = 0.0054, Val Pixel Error = 6.1919
Epoch 21: Loss = 0.4108, NME = 0.0037, Pixel Error = 4.3374, Val Loss = 0.7191, Val NME = 0.0054, Val Pixel Error = 6.2364
Epoch 22: Loss = 0.3905, NME = 0.0036, Pixel Error = 4.1552, Val Loss = 0.7406, Val NME = 0.0054, Val Pixel Error = 6.2176
Epoch 23: Loss = 0.3725, NME = 0.0034, Pixel Error = 4.0317, Val Loss = 0.7173, Val NME = 0.0053, Val Pixel Error = 6.0796
Epoch 24: Loss = 0.3548, NME = 0.0033, Pixel Error = 3.8954, Val Loss = 0.7647, Val NME = 0.0053, Val Pixel Error = 6.0727
Epoch 25: Loss = 0.3360, NME = 0.0032, Pixel Error = 3.7383, Val Loss = 0.7164, Val NME = 0.0052, Val Pixel Error = 5.9849
Epoch 26: Loss = 0.3130, NME = 0.0030, Pixel Error = 3.5319, Val Loss = 0.8129, Val NME = 0.0054, Val Pixel Error = 6.1822
Epoch 27: Loss = 0.3034, NME = 0.0030, Pixel Error = 3.4596, Val Loss = 0.7948, Val NME = 0.0053, Val Pixel Error = 5.9880
Epoch 28: Loss = 0.2971, NME = 0.0029, Pixel Error = 3.4383, Val Loss = 0.8255, Val NME = 0.0054, Val Pixel Error = 6.0963
Epoch 29: Loss = 0.2818, NME = 0.0028, Pixel Error = 3.3062, Val Loss = 0.7884, Val NME = 0.0053, Val Pixel Error = 6.0351
Epoch 30: Loss = 0.2712, NME = 0.0028, Pixel Error = 3.2084, Val Loss = 0.7878, Val NME = 0.0052, Val Pixel Error = 5.9206
Epoch 31: Loss = 0.2584, NME = 0.0027, Pixel Error = 3.1239, Val Loss = 0.8652, Val NME = 0.0055, Val Pixel Error = 6.2921
Epoch 32: Loss = 0.2466, NME = 0.0026, Pixel Error = 3.0472, Val Loss = 0.8490, Val NME = 0.0054, Val Pixel Error = 6.1073
Epoch 33: Loss = 0.2391, NME = 0.0025, Pixel Error = 2.9819, Val Loss = 0.8208, Val NME = 0.0052, Val Pixel Error = 5.9709
Epoch 34: Loss = 0.2347, NME = 0.0025, Pixel Error = 2.9353, Val Loss = 0.8494, Val NME = 0.0053, Val Pixel Error = 5.9627
Epoch 35: Loss = 0.2221, NME = 0.0024, Pixel Error = 2.8353, Val Loss = 0.8813, Val NME = 0.0053, Val Pixel Error = 5.9671
Epoch 36: Loss = 0.2200, NME = 0.0024, Pixel Error = 2.8192, Val Loss = 0.8258, Val NME = 0.0053, Val Pixel Error = 5.9867
Epoch 37: Loss = 0.2108, NME = 0.0023, Pixel Error = 2.7340, Val Loss = 0.8407, Val NME = 0.0052, Val Pixel Error = 5.9341
Epoch 38: Loss = 0.2069, NME = 0.0023, Pixel Error = 2.7028, Val Loss = 0.8832, Val NME = 0.0053, Val Pixel Error = 6.0420
Epoch 39: Loss = 0.1965, NME = 0.0022, Pixel Error = 2.5893, Val Loss = 0.9036, Val NME = 0.0053, Val Pixel Error = 6.0128
Epoch 40: Loss = 0.1892, NME = 0.0022, Pixel Error = 2.5469, Val Loss = 0.8766, Val NME = 0.0051, Val Pixel Error = 5.8598
Epoch 41: Loss = 0.1848, NME = 0.0021, Pixel Error = 2.5114, Val Loss = 0.8935, Val NME = 0.0052, Val Pixel Error = 5.9483
Epoch 42: Loss = 0.1784, NME = 0.0021, Pixel Error = 2.4515, Val Loss = 0.8924, Val NME = 0.0052, Val Pixel Error = 5.8725
Epoch 43: Loss = 0.1777, NME = 0.0021, Pixel Error = 2.4708, Val Loss = 0.8421, Val NME = 0.0051, Val Pixel Error = 5.7898
Epoch 44: Loss = 0.1677, NME = 0.0020, Pixel Error = 2.3585, Val Loss = 0.9289, Val NME = 0.0052, Val Pixel Error = 5.9498
Epoch 45: Loss = 0.1671, NME = 0.0020, Pixel Error = 2.3704, Val Loss = 0.9518, Val NME = 0.0052, Val Pixel Error = 5.9125
Epoch 46: Loss = 0.1612, NME = 0.0020, Pixel Error = 2.3127, Val Loss = 0.8842, Val NME = 0.0051, Val Pixel Error = 5.8458
Epoch 47: Loss = 0.1573, NME = 0.0020, Pixel Error = 2.2920, Val Loss = 0.8834, Val NME = 0.0051, Val Pixel Error = 5.7748
Epoch 48: Loss = 0.1593, NME = 0.0020, Pixel Error = 2.2962, Val Loss = 0.9235, Val NME = 0.0052, Val Pixel Error = 5.9250
Epoch 49: Loss = 0.1498, NME = 0.0019, Pixel Error = 2.2227, Val Loss = 0.9374, Val NME = 0.0052, Val Pixel Error = 5.9171
Epoch 50: Loss = 0.1493, NME = 0.0019, Pixel Error = 2.2051, Val Loss = 0.9203, Val NME = 0.0051, Val Pixel Error = 5.8472
Epoch 51: Loss = 0.1462, NME = 0.0019, Pixel Error = 2.1689, Val Loss = 0.9122, Val NME = 0.0051, Val Pixel Error = 5.7988
Epoch 52: Loss = 0.1460, NME = 0.0019, Pixel Error = 2.1875, Val Loss = 0.9781, Val NME = 0.0053, Val Pixel Error = 5.9921
Epoch 53: Loss = 0.1383, NME = 0.0018, Pixel Error = 2.1080, Val Loss = 0.9961, Val NME = 0.0054, Val Pixel Error = 6.0688
Epoch 54: Loss = 0.1387, NME = 0.0018, Pixel Error = 2.1030, Val Loss = 0.9131, Val NME = 0.0051, Val Pixel Error = 5.8364
Epoch 55: Loss = 0.1344, NME = 0.0018, Pixel Error = 2.0776, Val Loss = 0.9612, Val NME = 0.0053, Val Pixel Error = 5.9747
Epoch 56: Loss = 0.1277, NME = 0.0017, Pixel Error = 2.0142, Val Loss = 0.9884, Val NME = 0.0053, Val Pixel Error = 6.0131
Epoch 57: Loss = 0.1306, NME = 0.0017, Pixel Error = 2.0400, Val Loss = 0.9063, Val NME = 0.0051, Val Pixel Error = 5.7894
Epoch 58: Loss = 0.1261, NME = 0.0017, Pixel Error = 1.9858, Val Loss = 0.9251, Val NME = 0.0051, Val Pixel Error = 5.8273
Epoch 59: Loss = 0.1278, NME = 0.0017, Pixel Error = 2.0108, Val Loss = 0.9489, Val NME = 0.0053, Val Pixel Error = 5.9679
Epoch 60: Loss = 0.1226, NME = 0.0017, Pixel Error = 1.9567, Val Loss = 0.9540, Val NME = 0.0051, Val Pixel Error = 5.7814
Epoch 61: Loss = 0.1223, NME = 0.0017, Pixel Error = 1.9596, Val Loss = 0.9342, Val NME = 0.0051, Val Pixel Error = 5.7975
Epoch 62: Loss = 0.1202, NME = 0.0017, Pixel Error = 1.9502, Val Loss = 0.9549, Val NME = 0.0051, Val Pixel Error = 5.8273
Epoch 63: Loss = 0.1153, NME = 0.0016, Pixel Error = 1.8812, Val Loss = 0.9451, Val NME = 0.0050, Val Pixel Error = 5.7355
Epoch 64: Loss = 0.1161, NME = 0.0016, Pixel Error = 1.9179, Val Loss = 1.0090, Val NME = 0.0052, Val Pixel Error = 5.9073
Epoch 65: Loss = 0.1139, NME = 0.0016, Pixel Error = 1.8808, Val Loss = 0.9857, Val NME = 0.0051, Val Pixel Error = 5.8392
Epoch 66: Loss = 0.1089, NME = 0.0016, Pixel Error = 1.8357, Val Loss = 0.9487, Val NME = 0.0051, Val Pixel Error = 5.7875
Epoch 67: Loss = 0.1080, NME = 0.0015, Pixel Error = 1.8157, Val Loss = 0.9630, Val NME = 0.0051, Val Pixel Error = 5.7505
Epoch 68: Loss = 0.1074, NME = 0.0015, Pixel Error = 1.8107, Val Loss = 0.9927, Val NME = 0.0052, Val Pixel Error = 5.9000
Epoch 69: Loss = 0.1049, NME = 0.0015, Pixel Error = 1.8003, Val Loss = 0.9718, Val NME = 0.0051, Val Pixel Error = 5.7774
Epoch 70: Loss = 0.1031, NME = 0.0015, Pixel Error = 1.7788, Val Loss = 1.0041, Val NME = 0.0052, Val Pixel Error = 5.9189
Epoch 71: Loss = 0.1040, NME = 0.0015, Pixel Error = 1.7940, Val Loss = 0.9354, Val NME = 0.0050, Val Pixel Error = 5.7189
Epoch 72: Loss = 0.0977, NME = 0.0015, Pixel Error = 1.7196, Val Loss = 0.9471, Val NME = 0.0050, Val Pixel Error = 5.7467
Epoch 73: Loss = 0.0993, NME = 0.0015, Pixel Error = 1.7354, Val Loss = 1.0086, Val NME = 0.0051, Val Pixel Error = 5.7851
Epoch 74: Loss = 0.0946, NME = 0.0014, Pixel Error = 1.7005, Val Loss = 0.9199, Val NME = 0.0050, Val Pixel Error = 5.6710
Epoch 75: Loss = 0.0946, NME = 0.0014, Pixel Error = 1.6876, Val Loss = 0.9730, Val NME = 0.0051, Val Pixel Error = 5.7913
Epoch 76: Loss = 0.0916, NME = 0.0014, Pixel Error = 1.6739, Val Loss = 0.9775, Val NME = 0.0051, Val Pixel Error = 5.8157
Epoch 77: Loss = 0.0925, NME = 0.0014, Pixel Error = 1.6726, Val Loss = 0.9685, Val NME = 0.0051, Val Pixel Error = 5.7831
Epoch 78: Loss = 0.0902, NME = 0.0014, Pixel Error = 1.6475, Val Loss = 0.9872, Val NME = 0.0051, Val Pixel Error = 5.8190
Epoch 79: Loss = 0.0881, NME = 0.0014, Pixel Error = 1.6340, Val Loss = 1.0314, Val NME = 0.0052, Val Pixel Error = 5.8979
Epoch 80: Loss = 0.0879, NME = 0.0014, Pixel Error = 1.6193, Val Loss = 0.9572, Val NME = 0.0050, Val Pixel Error = 5.7228
Epoch 81: Loss = 0.0863, NME = 0.0014, Pixel Error = 1.6048, Val Loss = 1.0074, Val NME = 0.0051, Val Pixel Error = 5.8187
Epoch 82: Loss = 0.0869, NME = 0.0014, Pixel Error = 1.6183, Val Loss = 0.9797, Val NME = 0.0051, Val Pixel Error = 5.7384
Epoch 83: Loss = 0.0818, NME = 0.0013, Pixel Error = 1.5638, Val Loss = 0.9401, Val NME = 0.0050, Val Pixel Error = 5.6474
Epoch 84: Loss = 0.0830, NME = 0.0013, Pixel Error = 1.5798, Val Loss = 0.9616, Val NME = 0.0051, Val Pixel Error = 5.7887
Epoch 85: Loss = 0.0823, NME = 0.0013, Pixel Error = 1.5657, Val Loss = 0.9803, Val NME = 0.0051, Val Pixel Error = 5.7565
Epoch 86: Loss = 0.0826, NME = 0.0013, Pixel Error = 1.5692, Val Loss = 0.9764, Val NME = 0.0050, Val Pixel Error = 5.7189
Epoch 87: Loss = 0.0781, NME = 0.0013, Pixel Error = 1.5196, Val Loss = 1.0120, Val NME = 0.0051, Val Pixel Error = 5.8143
Epoch 88: Loss = 0.0811, NME = 0.0013, Pixel Error = 1.5556, Val Loss = 1.0015, Val NME = 0.0051, Val Pixel Error = 5.7430
